m;type;squareMeters;rooms;floor;floorCount;buildYear;latitude;longitude;centreDistance;poiCount;schoolDistance;clinicDistance;postOfficeDistance;kindergartenDistance;restaurantDistance;collegeDistance;pharmacyDistance;ownership;buildingMaterial;condition;hasParkingSpace;hasBalcony;hasElevator;hasSecurity;hasStorageRoom;price
radom;blockOfFlats;60.4;3.0;4.0;4.0;1980.0;51.3867114;21.15956386;lut.16;15.0;0.399;0.275;0.291;0.34;0.324;1.395;0.04;condominium;concreteSlab;premium;no;no;;no;no;389000
radom;;45.4;2.0;3.0;3.0;1960.0;51.3944791;21.1520092;sty.15;30.0;0.068;0.534;0.379;0.097;0.108;0.709;0.223;condominium;brick;;no;no;no;no;no;265000
rzeszow;apartmentBuilding;49.0;2.0;6.0;11.0;2010.0;50.0217865181296;21.9941249112717;sty.93;19.0;0.13;0.588;0.554;0.181;0.098;0.481;0.417;condominium;brick;premium;yes;yes;yes;no;yes;597000
rzeszow;blockOfFlats;60.88;3.0;3.0;3.0;1960.0;50.0287;21.9981;01.lis;26.0;0.168;0.12;0.11;0.094;0.168;0.378;0.069;condominium;brick;low;yes;yes;no;no;yes;650000
rzeszow;;39.91;2.0;17.0;17.0;2023.0;50.04943365;21.97293054;lut.68;10.0;0.399;2.224;0.605;0.436;0.243;0.545;0.288;condominium;;;no;no;yes;no;no;550758
rzeszow;blockOfFlats;80.0;3.0;;2.0;1932.0;50.0331;22.0054;0.49;42.0;0.056;0.615;0.661;0.271;0.08;0.314;0.141;condominium;brick;;yes;no;no;no;yes;630000
rzeszow;;57.4;3.0;;1.0;;50.0177778;22.0540609;04.lis;1.0;0.927;1.931;1.186;0.017;2.106;3.061;1.194;condominium;;;no;no;no;no;no;487900
rzeszow;blockOfFlats;38.21;2.0;;8.0;2023.0;50.0696;22.0142;mar.62;0.0;1.431;2.809;sty.78;0.648;2.118;2.352;1.749;condominium;brick;;yes;yes;yes;no;yes;399000
rzeszow;blockOfFlats;78.8;3.0;3.0;3.0;2012.0;50.06394745;22.00682159;lut.94;2.0;0.672;2.204;2.038;0.109;1.335;1.556;1.385;condominium;;premium;yes;yes;no;no;yes;645000
rzeszow;blockOfFlats;65.0;3.0;4.0;4.0;;50.0288;21.9953;sty.21;32.0;0.085;0.317;0.123;0.275;0.271;0.203;0.112;condominium;;;no;no;;no;no;549000
rzeszow;blockOfFlats;40.0;2.0;8.0;10.0;1986.0;50.01750982;22.00447619;lut.22;12.0;0.41;1.315;0.461;0.142;0.207;0.628;0.099;condominium;concreteSlab;premium;no;no;yes;no;no;369000
rzeszow;blockOfFlats;65.2;2.0;1.0;7.0;1980.0;50.02096809;21.98705761;lut.26;16.0;0.135;0.189;0.308;0.131;0.235;0.694;0.294;cooperative;concreteSlab;;no;yes;yes;no;yes;509000
rzeszow;blockOfFlats;53.4;2.0;4.0;4.0;;50.0613;21.9845;03.kwi;9.0;0.221;2.459;0.454;0.218;0.48;0.869;0.192;condominium;brick;;no;yes;no;no;yes;375000
rzeszow;blockOfFlats;65.0;3.0;3.0;3.0;1992.0;50.0491633;21.9968642;sty.44;10.0;0.034;0.852;0.701;0.621;0.075;0.236;0.204;condominium;concreteSlab;premium;no;yes;no;no;yes;589000
rzeszow;;58.0;3.0;4.0;4.0;1990.0;50.05831;21.98038;lut.93;17.0;0.244;lut.36;0.092;0.06;0.123;0.799;0.119;condominium;concreteSlab;premium;yes;no;;no;no;450000
rzeszow;blockOfFlats;63.54;3.0;6.0;10.0;1993.0;50.04206021;22.03457832;lut.14;2.0;0.525;0.773;1.009;0.096;0.701;0.976;0.525;condominium;concreteSlab;premium;no;yes;yes;no;yes;580000
rzeszow;;82.89;4.0;9.0;10.0;;50.0415139;21.9852791;sty.51;13.0;0.24;01.kwi;0.686;0.252;0.224;0.762;0.393;cooperative;concreteSlab;premium;yes;yes;yes;no;yes;645000
rzeszow;blockOfFlats;67.8;3.0;6.0;12.0;;50.0594;21.9802;03.mar;17.0;0.153;2.462;0.083;0.064;0.15;0.884;0.132;condominium;concreteSlab;;no;yes;yes;no;yes;569000
rzeszow;;63.54;3.0;6.0;10.0;1992.0;50.04490321;22.04166283;lut.71;0.0;0.712;0.853;1.606;0.517;1.289;1.572;0.76;condominium;concreteSlab;low;yes;yes;yes;no;yes;580000
rzeszow;;47.0;2.0;4.0;4.0;2008.0;50.0458761;21.95798162;mar.52;11.0;0.245;2.858;0.263;0.185;0.169;1.574;0.245;condominium;;;no;yes;no;no;no;475000
rzeszow;blockOfFlats;37.1;2.0;4.0;4.0;;50.0441126;22.0023688;0.77;29.0;0.346;0.21;0.086;0.18;0.326;0.349;0.146;condominium;concreteSlab;low;no;yes;no;no;no;359000
rzeszow;;38.0;2.0;3.0;3.0;2008.0;50.0073563;22.0051732;mar.35;3.0;1.283;2.174;sty.59;0.32;0.511;1.323;0.862;condominium;;;no;no;no;no;no;430000
rzeszow;blockOfFlats;65.3;3.0;6.0;10.0;;50.0334403;21.97721227;02.lip;13.0;0.103;1.091;0.332;0.196;0.531;0.109;0.207;condominium;;premium;no;no;yes;no;no;499000
rzeszow;blockOfFlats;64.0;3.0;5.0;10.0;;50.0504463;21.9756865;lut.57;25.0;0.184;2.088;0.395;0.229;0.017;0.45;0.167;condominium;concreteSlab;low;no;yes;yes;no;no;467000
rzeszow;;48.7;2.0;3.0;3.0;;50.0410678;22.0048724;0.4;79.0;0.046;0.244;0.085;0.316;0.023;0.211;0.062;condominium;;low;yes;yes;no;no;no;409000
rzeszow;blockOfFlats;55.0;2.0;3.0;3.0;2012.0;50.0582017;21.97539742;mar.15;11.0;0.514;2.599;0.295;0.126;0.236;1.077;0.174;condominium;brick;premium;no;yes;no;no;yes;535000
rzeszow;blockOfFlats;42.6;2.0;5.0;8.0;2013.0;50.0347925;22.0625773;04.wrz;4.0;1.433;1.467;1.596;0.379;lut.51;2.811;0.661;condominium;;;no;yes;no;no;no;450000
rzeszow;;48.26;2.0;3.0;3.0;;50.0281195;21.9962492;sty.23;29.0;0.17;0.265;0.136;0.239;0.286;0.234;0.028;condominium;;premium;no;no;no;no;no;475000
rzeszow;;64.0;3.0;2.0;3.0;;50.0431813;21.966612;lut.85;16.0;0.473;2.176;0.292;0.146;0.141;01.cze;0.133;condominium;;premium;no;no;no;no;no;610000
rzeszow;blockOfFlats;57.0;4.0;3.0;4.0;;50.05209615;21.97490755;lut.72;17.0;0.147;2.222;0.306;0.159;0.184;0.629;0.219;condominium;concreteSlab;;no;yes;no;no;no;499000
rzeszow;tenement;32.05;1.0;1.0;3.0;1954.0;50.02502335;21.98361983;02.wrz;20.0;0.305;0.325;0.28;0.171;0.279;0.303;0.22;condominium;concreteSlab;low;no;no;no;no;no;320000
rzeszow;;56.87;3.0;3.0;3.0;2018.0;50.03250295;21.9652563;lut.92;4.0;0.358;sty.85;1.073;0.266;0.621;0.954;0.996;condominium;brick;premium;yes;no;no;no;yes;540000
rzeszow;blockOfFlats;53.0;3.0;1.0;11.0;;50.0271442;22.0092573;sty.18;13.0;0.209;0.709;0.633;0.268;0.251;0.716;0.185;cooperative;concreteSlab;low;no;yes;yes;no;yes;400000
rzeszow;blockOfFlats;58.2;3.0;4.0;4.0;1990.0;50.05900035;21.98148665;lut.94;17.0;0.147;2.369;0.15;0.099;0.19;0.786;0.197;condominium;concreteSlab;premium;no;yes;no;no;yes;450000
rzeszow;blockOfFlats;34.7;1.0;;3.0;2018.0;50.0323411;21.9467024;kwi.24;0.0;1.274;03.sty;1.471;0.802;1.029;2.272;0.992;condominium;brick;premium;no;yes;no;no;no;415000
rzeszow;blockOfFlats;58.2;3.0;2.0;4.0;1985.0;50.0599074;21.97957068;03.sty;16.0;0.166;2.534;0.118;0.126;0.171;0.955;0.153;condominium;concreteSlab;;no;yes;no;no;yes;485000
rzeszow;blockOfFlats;37.23;2.0;1.0;2.0;1938.0;50.02312623;21.98295593;lut.27;16.0;0.155;0.226;0.296;0.162;0.187;0.507;0.149;condominium;brick;low;no;no;no;no;yes;400000
rzeszow;blockOfFlats;49.53;2.0;1.0;5.0;2016.0;50.05247;22.00405;sty.67;7.0;0.408;1.056;0.89;0.296;0.706;0.43;0.107;condominium;brick;premium;no;yes;yes;no;no;559000
rzeszow;blockOfFlats;49.67;2.0;;2.0;2016.0;50.05247;22.00405;sty.67;7.0;0.408;1.056;0.89;0.296;0.706;0.43;0.107;condominium;brick;premium;yes;no;no;no;no;590000
rzeszow;apartmentBuilding;63.79;3.0;4.0;8.0;2004.0;50.04578;21.98536;sty.71;24.0;0.425;1.251;0.211;0.022;0.295;0.431;0.098;cooperative;concreteSlab;;no;no;yes;no;yes;495000
rzeszow;blockOfFlats;58.2;3.0;2.0;4.0;1987.0;50.0442448;21.969495;lut.68;15.0;0.411;2.074;0.384;0.202;0.19;0.823;0.192;condominium;concreteSlab;;no;yes;no;no;yes;460000
rzeszow;blockOfFlats;62.37;3.0;2.0;3.0;1992.0;50.0391506;22.0362524;lut.21;13.0;0.35;0.487;0.994;0.191;0.636;0.95;0.198;condominium;concreteSlab;;yes;yes;no;no;yes;748000
rzeszow;blockOfFlats;73.7;4.0;2.0;5.0;1977.0;50.03685546;21.97918051;sty.88;18.0;0.152;1.049;0.2;0.099;0.556;0.316;0.103;cooperative;;low;no;yes;no;no;no;515000
rzeszow;apartmentBuilding;78.0;3.0;11.0;11.0;2011.0;50.01935;21.97184;mar.14;10.0;0.614;01.lip;0.478;0.048;0.223;0.133;0.085;condominium;brick;;yes;no;yes;no;no;655200
rzeszow;blockOfFlats;62.5;3.0;1.0;10.0;;50.0377981;21.9939101;0.83;36.0;0.169;0.352;0.425;0.076;0.219;0.313;0.218;condominium;concreteSlab;;yes;no;yes;no;no;545000
rzeszow;blockOfFlats;72.02;4.0;7.0;7.0;2013.0;50.0196232;21.9718918;03.lis;9.0;0.631;1.057;0.454;0.076;0.253;0.164;0.113;condominium;;;yes;yes;yes;no;no;675000
rzeszow;blockOfFlats;58.0;3.0;;6.0;2022.0;50.0415114;21.9493513;04.mar;7.0;0.263;3.227;0.521;0.24;0.238;2.234;0.54;condominium;brick;premium;yes;yes;yes;no;yes;659000
rzeszow;blockOfFlats;58.0;3.0;1.0;2.0;2015.0;50.0483909;22.03087179;lut.18;1.0;0.322;1.432;1.379;0.691;sty.16;1.371;1.271;condominium;;premium;yes;yes;no;no;no;549000
rzeszow;blockOfFlats;39.43;2.0;6.0;10.0;2013.0;50.0186;22.0054;02.sty;14.0;0.278;1.218;0.343;0.134;0.165;0.703;0.138;condominium;;;yes;no;yes;yes;yes;449000
rzeszow;blockOfFlats;58.5;3.0;2.0;4.0;1978.0;50.0576527;21.98361444;lut.73;16.0;0.321;2.158;0.329;0.082;0.126;0.573;0.287;condominium;concreteSlab;;no;yes;no;no;yes;430000
rzeszow;blockOfFlats;48.96;3.0;;2.0;2019.0;50.01501985;22.04166412;03.cze;0.0;1.177;1.919;1.286;0.761;1.523;lut.77;1.318;condominium;brick;premium;yes;no;no;no;no;629000
rzeszow;blockOfFlats;102.0;5.0;1.0;2.0;2020.0;50.0006;22.0049;04.sty;1.0;0.533;2.788;2.341;0.314;0.975;1.999;0.724;condominium;brick;;no;yes;no;no;no;750000
rzeszow;blockOfFlats;68.19;3.0;3.0;4.0;2019.0;50.0403389;22.035264;lut.15;10.0;0.477;0.614;0.965;0.158;0.623;0.926;0.329;condominium;;premium;no;yes;yes;no;yes;798000
rzeszow;blockOfFlats;66.0;3.0;;4.0;1979.0;50.05786;21.98554;lut.67;15.0;0.38;2.096;0.452;0.065;0.26;0.498;0.218;condominium;concreteSlab;;no;yes;no;no;yes;495000
rzeszow;;59.15;3.0;;1.0;2015.0;49.99688;21.9875;04.lip;1.0;1.176;2.853;2.263;0.937;0.196;2.375;2.034;condominium;;;no;no;no;no;no;649000
rzeszow;blockOfFlats;45.73;2.0;;4.0;1980.0;50.02457;21.99395;sty.66;21.0;0.145;0.614;0.506;0.276;0.316;0.352;0.279;condominium;brick;;no;no;no;no;yes;429000
rzeszow;tenement;46.0;2.0;;;1957.0;50.0411867;21.9991196;0.61;53.0;0.091;0.236;0.141;0.303;0.101;0.091;0.239;condominium;brick;;no;no;no;no;yes;400000
rzeszow;blockOfFlats;65.0;3.0;5.0;10.0;1975.0;50.05122075;21.974195;02.lip;15.0;0.218;2.221;0.403;0.24;0.139;0.586;0.3;condominium;concreteSlab;;no;yes;yes;no;yes;467000
rzeszow;blockOfFlats;57.35;2.0;1.0;3.0;2001.0;50.0461311;21.9657998;lut.99;14.0;0.471;2.411;0.128;0.131;0.15;1.017;0.208;cooperative;brick;premium;no;yes;no;no;yes;510000
rzeszow;blockOfFlats;68.19;3.0;3.0;4.0;2020.0;50.03119;22.06077;04.sty;2.0;sty.18;1.475;1.283;0.136;2.466;2.748;1.037;cooperative;;premium;no;no;yes;no;no;828000
rzeszow;;55.0;2.0;;2.0;1992.0;50.0047689;22.02450691;mar.89;9.0;0.291;3.218;02.sie;0.255;0.745;2.504;0.342;condominium;brick;;yes;no;no;no;no;339000
rzeszow;blockOfFlats;52.0;2.0;;4.0;1956.0;50.0213359;21.9879645;lut.19;16.0;0.059;0.194;0.275;0.057;0.241;0.662;0.3;condominium;brick;premium;yes;no;no;no;yes;579000
rzeszow;blockOfFlats;50.3;2.0;9.0;10.0;1991.0;50.01437;22.00615;lut.57;11.0;0.673;1.683;0.816;0.319;0.132;0.828;0.098;condominium;concreteSlab;;no;yes;yes;no;yes;459000
rzeszow;tenement;77.0;5.0;3.0;3.0;;50.04527;21.98881;sty.47;11.0;0.221;0.999;0.368;0.213;0.23;0.681;0.292;condominium;brick;;no;yes;no;no;no;638800
rzeszow;;65.47;4.0;1.0;3.0;2020.0;50.0613;21.95487;kwi.48;0.0;0.836;3.976;1.431;0.538;1.576;1.334;1.678;condominium;brick;;no;yes;no;no;no;726000
rzeszow;blockOfFlats;44.2;2.0;2.0;4.0;;50.04149;22.01335;0.72;35.0;0.113;0.34;0.626;0.14;0.206;0.04;0.163;condominium;;;no;yes;no;no;yes;459000
rzeszow;;84.4;3.0;2.0;3.0;2010.0;50.043;22.05773;mar.78;0.0;0.524;1.269;2.072;0.679;2.228;2.542;1.005;condominium;;;no;yes;no;no;no;690000
rzeszow;blockOfFlats;59.33;3.0;2.0;2.0;2012.0;49.99450106;21.99063349;04.wrz;1.0;0.958;3.134;2.592;0.95;0.153;2.591;1.924;condominium;brick;premium;no;yes;no;no;no;629000
rzeszow;blockOfFlats;50.0;3.0;8.0;10.0;1980.0;50.04273231;21.98688865;sty.45;12.0;0.349;0.998;0.562;0.358;0.062;0.706;0.302;cooperative;concreteSlab;low;no;yes;yes;no;yes;395000
rzeszow;blockOfFlats;34.6;2.0;1.0;4.0;1968.0;50.0466605;22.0110113;01.wrz;8.0;0.163;0.259;0.594;0.191;0.509;0.628;0.222;condominium;concreteSlab;premium;yes;no;no;no;yes;335000
rzeszow;blockOfFlats;62.3;3.0;1.0;4.0;1979.0;50.03867645;22.02483642;sty.39;10.0;0.14;0.937;0.228;0.172;0.087;0.21;0.151;cooperative;brick;low;yes;yes;no;no;yes;549000
rzeszow;;67.0;3.0;4.0;4.0;;50.04596;21.98553;sty.71;24.0;0.424;1.246;0.192;0.042;0.31;0.434;0.122;condominium;;;no;yes;no;no;yes;520000
rzeszow;blockOfFlats;55.75;3.0;4.0;4.0;;50.04563225;22.01234405;01.mar;9.0;0.154;0.143;0.65;0.187;0.413;0.505;0.087;cooperative;;;no;yes;no;no;yes;445000
rzeszow;tenement;77.0;5.0;3.0;3.0;;50.04418;21.99058;01.mar;13.0;0.122;0.843;0.543;0.095;0.234;0.582;0.435;condominium;brick;;no;yes;no;no;no;638800
rzeszow;blockOfFlats;29.0;1.0;3.0;3.0;;50.0411867;21.9991196;0.61;53.0;0.091;0.236;0.141;0.303;0.101;0.091;0.239;condominium;;;no;no;;no;no;309000
rzeszow;blockOfFlats;44.0;2.0;2.0;4.0;1965.0;50.0413294;22.013434;0.71;35.0;0.096;0.359;0.633;0.128;0.207;0.024;0.167;condominium;;low;no;yes;no;no;yes;459000
rzeszow;;42.0;3.0;2.0;10.0;;50.0268;22.03845;lut.64;4.0;0.673;0.601;0.426;0.35;0.873;1.563;0.452;condominium;;;no;yes;yes;yes;no;586000
rzeszow;;73.3;3.0;2.0;4.0;;50.02844;21.99826;sty.13;28.0;0.14;0.119;0.138;0.108;0.158;0.382;0.096;condominium;;;yes;yes;no;no;yes;720000
rzeszow;blockOfFlats;61.79;3.0;3.0;4.0;1972.0;50.0281195;21.9962492;sty.23;29.0;0.17;0.265;0.136;0.239;0.286;0.234;0.028;condominium;brick;premium;no;no;;no;no;549000
rzeszow;blockOfFlats;53.0;3.0;1.0;11.0;1980.0;50.0231957;22.0105552;sty.63;22.0;0.263;1.002;0.2;0.139;0.494;1.097;0.215;condominium;concreteSlab;premium;no;yes;yes;no;yes;487000
rzeszow;blockOfFlats;37.0;2.0;3.0;4.0;1986.0;50.0603768;21.9783928;mar.19;14.0;0.245;2.627;0.184;0.132;0.211;0.951;0.196;condominium;;low;no;yes;no;no;no;339000
rzeszow;blockOfFlats;76.24;4.0;1.0;10.0;2020.0;50.0275381;22.037673;lut.55;3.0;0.754;0.526;0.495;0.447;0.847;1.466;0.445;condominium;brick;premium;no;no;yes;no;no;1050000
rzeszow;blockOfFlats;64.87;3.0;;3.0;1992.0;50.0518661;21.99625006;sty.73;12.0;0.149;1.146;0.911;0.693;0.343;0.184;0.489;condominium;;premium;no;yes;no;no;yes;589000
rzeszow;;63.0;3.0;;1.0;2023.0;50.0487784;21.9474887;kwi.33;3.0;0.673;3.669;0.727;0.062;0.694;2.319;0.738;condominium;brick;;yes;no;no;no;no;490000
rzeszow;blockOfFlats;64.87;3.0;1.0;3.0;1992.0;50.0517;21.999;sty.65;11.0;0.051;1.073;0.863;0.548;0.388;0.085;0.293;condominium;concreteSlab;;no;yes;no;no;no;589000
rzeszow;tenement;85.6;3.0;2.0;2.0;1930.0;50.0318;21.9987;0.8;51.0;0.135;0.327;0.309;0.234;0.092;0.24;0.322;condominium;brick;;no;yes;no;no;no;720000
rzeszow;blockOfFlats;36.62;2.0;;7.0;2022.0;50.0146;22.0485;mar.99;0.0;1.152;2.071;sty.35;0.539;1.926;3.069;1.372;condominium;brick;;no;yes;yes;no;no;330000
rzeszow;blockOfFlats;63.17;3.0;1.0;10.0;2009.0;50.01823375;22.00307527;lut.15;12.0;0.436;1.214;0.398;0.252;0.309;0.532;0.036;condominium;brick;premium;no;yes;yes;no;no;629000
rzeszow;apartmentBuilding;69.5;4.0;6.0;6.0;2019.0;50.02701;22.038403;lut.63;5.0;0.684;0.577;0.432;0.369;0.877;1.544;0.457;condominium;brick;;yes;yes;yes;no;no;938000
rzeszow;blockOfFlats;71.92;4.0;;8.0;2022.0;50.0412;21.9534;mar.74;9.0;0.269;2.941;0.378;0.136;0.034;1.954;0.389;condominium;brick;;no;yes;yes;no;no;669000
rzeszow;blockOfFlats;50.8;3.0;5.0;10.0;1974.0;50.05201;21.97991;lut.44;28.0;0.165;1.914;0.185;0.151;0.205;0.509;0.11;condominium;concreteSlab;;no;yes;yes;no;yes;435000
rzeszow;blockOfFlats;36.19;2.0;1.0;3.0;1971.0;50.04107885;22.01025204;0.53;49.0;0.182;0.384;0.412;0.349;0.105;0.167;0.063;condominium;brick;premium;no;no;no;no;yes;379000
rzeszow;blockOfFlats;34.29;1.0;3.0;4.0;1999.0;50.0442487;21.96503566;lut.98;14.0;0.359;2.335;0.135;0.066;0.132;1.119;0.128;condominium;;premium;yes;no;no;no;yes;365000
rzeszow;blockOfFlats;35.85;2.0;1.0;3.0;2016.0;50.01443765;21.99739944;lut.63;9.0;0.358;1.214;0.958;0.153;0.456;0.37;0.459;condominium;;premium;yes;yes;yes;no;no;435000
rzeszow;blockOfFlats;65.3;3.0;6.0;10.0;;50.0311312;21.9774313;02.gru;9.0;0.338;1.089;0.527;0.261;0.73;0.328;0.121;cooperative;;;no;no;yes;no;no;499000
rzeszow;;39.91;2.0;5.0;17.0;2023.0;50.04943365;21.97293054;lut.68;10.0;0.399;2.224;0.605;0.436;0.243;0.545;0.288;condominium;;;yes;yes;yes;no;no;450000
rzeszow;;48.73;3.0;;4.0;2023.0;50.0259398;21.9602029;mar.48;0.0;0.591;sty.88;1.237;0.727;0.934;sty.18;1.182;condominium;;;yes;no;yes;no;no;390000
rzeszow;blockOfFlats;70.0;3.0;8.0;10.0;1985.0;50.0597;21.9792;03.sty;16.0;0.198;2.533;0.095;0.118;0.141;0.96;0.123;cooperative;concreteSlab;premium;yes;yes;yes;no;yes;599000
rzeszow;tenement;60.85;3.0;;3.0;1954.0;50.02288;21.98537;lut.17;21.0;0.074;0.059;0.15;0.068;0.013;0.482;0.049;condominium;brick;;no;no;no;no;yes;549999
rzeszow;apartmentBuilding;53.0;3.0;;4.0;2016.0;50.0151888;22.003905;lut.48;9.0;0.629;1.519;0.721;0.319;0.233;0.644;0.228;condominium;brick;;no;yes;yes;no;no;599000
rzeszow;blockOfFlats;72.0;4.0;3.0;3.0;2021.0;50.0448304;21.9652943;lut.98;14.0;0.386;2.355;0.089;0.065;0.111;1.082;0.12;condominium;brick;premium;no;no;no;no;no;615000
rzeszow;;49.5;3.0;3.0;3.0;2011.0;50.0411867;21.9991196;0.61;53.0;0.091;0.236;0.141;0.303;0.101;0.091;0.239;condominium;brick;low;no;no;no;no;no;580000
rzeszow;blockOfFlats;63.96;3.0;2.0;3.0;1997.0;50.044543;21.96772148;lut.81;12.0;0.537;2.195;0.254;0.071;0.063;0.927;0.067;cooperative;;premium;no;yes;no;no;yes;620000
rzeszow;blockOfFlats;34.44;2.0;2.0;2.0;;50.0140641;21.9751819;mar.39;5.0;0.249;1.216;0.225;0.569;0.422;0.529;0.55;condominium;;;no;no;yes;no;no;349000
rzeszow;;65.3;3.0;1.0;1.0;1980.0;50.03642861;21.98259915;sty.64;22.0;0.126;0.81;0.177;0.138;0.759;0.393;0.174;cooperative;concreteSlab;low;no;no;yes;no;no;499000
rzeszow;blockOfFlats;32.0;1.0;1.0;2.0;1960.0;50.0171639;22.0062545;lut.26;11.0;0.374;1.389;0.511;0.052;0.105;0.756;0.185;condominium;;;no;no;no;no;yes;389000
rzeszow;;43.75;2.0;;8.0;2018.0;50.03587;22.06481;kwi.24;2.0;1.434;1.608;1.796;0.329;2.657;2.963;0.462;condominium;;;no;yes;no;no;no;539000
rzeszow;apartmentBuilding;70.0;4.0;4.0;7.0;2019.0;50.0269;22.039;lut.67;5.0;0.639;0.588;0.388;0.331;0.914;1.583;0.413;condominium;brick;premium;yes;yes;yes;no;no;860000
rzeszow;blockOfFlats;56.2;3.0;2.0;3.0;;50.03711495;22.0540497;mar.47;2.0;0.957;0.833;1.372;0.198;1.883;2.192;1.022;cooperative;;low;yes;yes;no;no;yes;549000
rzeszow;tenement;58.0;3.0;2.0;2.0;1938.0;50.0411867;21.9991196;0.61;53.0;0.091;0.236;0.141;0.303;0.101;0.091;0.239;condominium;brick;;no;no;no;no;yes;435000
rzeszow;;55.5;3.0;1.0;1.0;;50.0411867;21.9991196;0.61;53.0;0.091;0.236;0.141;0.303;0.101;0.091;0.239;condominium;;;no;no;yes;no;no;452000
rzeszow;;72.22;4.0;1.0;1.0;2019.0;50.00507;22.02682;mar.92;9.0;0.324;3.138;lut.13;0.305;0.876;2.623;0.215;condominium;;;no;yes;no;no;no;815000
rzeszow;blockOfFlats;62.0;3.0;1.0;3.0;2011.0;50.04370498;21.9660151;02.wrz;16.0;0.428;2.243;0.22;0.079;0.102;1.074;0.094;cooperative;brick;;no;yes;no;no;yes;575000
rzeszow;blockOfFlats;46.35;2.0;2.0;3.0;1958.0;50.0219;21.9843;02.mar;15.0;0.176;0.138;0.28;0.084;0.137;0.603;0.161;condominium;brick;low;no;no;no;no;yes;439000
rzeszow;blockOfFlats;58.2;3.0;2.0;4.0;1980.0;50.0594394;21.9814546;lut.98;17.0;0.099;2.409;0.16;0.085;0.225;0.821;0.21;cooperative;concreteSlab;premium;no;yes;no;no;yes;495000
rzeszow;blockOfFlats;52.99;3.0;3.0;18.0;2019.0;50.0403389;22.035264;lut.15;10.0;0.477;0.614;0.965;0.158;0.623;0.926;0.329;condominium;;premium;no;yes;yes;no;no;630000
rzeszow;blockOfFlats;36.19;2.0;1.0;2.0;;50.03982198;22.00870276;0.35;71.0;0.196;0.55;0.367;0.477;0.077;0.114;0.038;condominium;brick;premium;no;no;no;no;no;379000
rzeszow;apartmentBuilding;73.87;4.0;1.0;12.0;2019.0;50.06141;22.00941;lut.67;2.0;0.833;1.901;1.931;0.343;1.384;1.395;1.167;condominium;brick;;no;yes;yes;yes;no;791000
rzeszow;blockOfFlats;58.5;3.0;3.0;4.0;1990.0;50.0562931;21.9835265;lut.61;21.0;0.237;2.044;0.41;0.166;0.078;0.49;0.424;cooperative;concreteSlab;premium;no;yes;no;no;yes;514997
rzeszow;blockOfFlats;38.4;2.0;3.0;4.0;2013.0;50.05247;22.00405;sty.67;7.0;0.408;1.056;0.89;0.296;0.706;0.43;0.107;condominium;brick;premium;no;yes;yes;no;yes;475000
rzeszow;blockOfFlats;49.67;2.0;;2.0;2016.0;50.05247;22.00405;sty.67;7.0;0.408;1.056;0.89;0.296;0.706;0.43;0.107;condominium;brick;premium;no;no;no;no;no;590000
rzeszow;apartmentBuilding;40.99;2.0;5.0;8.0;2014.0;50.02953686;22.00982952;0.94;10.0;0.434;0.724;0.624;0.498;0.021;0.472;0.423;condominium;brick;premium;yes;yes;yes;no;no;499000
rzeszow;apartmentBuilding;71.16;4.0;8.0;8.0;;50.0436473;21.94885317;04.sty;9.0;0.204;3.339;0.453;0.335;0.389;2.256;0.473;condominium;brick;;yes;yes;yes;no;yes;680000
rzeszow;;62.0;3.0;4.0;4.0;1980.0;50.0252;22.0188;sty.67;17.0;0.198;1.424;0.282;0.14;0.206;0.912;0.115;cooperative;concreteSlab;low;no;yes;no;no;no;459000
rzeszow;blockOfFlats;28.0;1.0;2.0;4.0;2004.0;50.05977465;21.97501591;03.mar;12.0;0.489;lut.74;0.329;0.138;0.285;0.903;0.277;cooperative;brick;premium;no;yes;no;no;yes;369000
rzeszow;blockOfFlats;53.0;3.0;6.0;18.0;2019.0;50.0402265;22.0364296;lut.23;11.0;0.47;0.54;1.039;0.087;0.691;0.998;0.318;condominium;;premium;no;yes;yes;no;no;558090
rzeszow;blockOfFlats;130.06;4.0;14.0;14.0;2015.0;50.02002;21.97137;03.gru;9.0;0.672;01.sie;0.456;0.022;0.302;0.205;0.166;condominium;brick;;no;yes;yes;no;no;1150000
rzeszow;blockOfFlats;36.6;2.0;1.0;4.0;1980.0;50.0620605;21.98047925;mar.26;13.0;0.218;2.686;0.365;0.154;0.254;0.909;0.4;cooperative;concreteSlab;low;no;yes;no;no;yes;310000
rzeszow;blockOfFlats;50.42;3.0;4.0;4.0;;50.05247;22.00405;sty.67;7.0;0.408;1.056;0.89;0.296;0.706;0.43;0.107;condominium;;;no;no;;no;no;425000
rzeszow;blockOfFlats;61.85;3.0;4.0;8.0;;50.0402579;22.0361225;lut.21;11.0;0.47;0.559;01.lut;0.104;0.672;0.979;0.319;cooperative;concreteSlab;low;yes;yes;yes;no;yes;459000
rzeszow;blockOfFlats;56.71;3.0;3.0;3.0;2005.0;50.0315;22.0111;0.78;17.0;0.327;0.861;0.654;0.313;0.256;0.255;0.286;condominium;;;yes;yes;no;yes;yes;670000
rzeszow;blockOfFlats;37.0;2.0;5.0;8.0;2022.0;50.0410533;21.9530376;mar.76;9.0;0.273;lut.96;0.402;0.131;0.035;1.971;0.414;condominium;;premium;yes;no;yes;no;no;445000
