m;type;squareMeters;rooms;floor;floorCount;buildYear;latitude;longitude;centreDistance;poiCount;schoolDistance;clinicDistance;postOfficeDistance;kindergartenDistance;restaurantDistance;collegeDistance;pharmacyDistance;ownership;buildingMaterial;condition;hasParkingSpace;hasBalcony;hasElevator;hasSecurity;hasStorageRoom;price
gdansk;blockOfFlats;53.0;3.0;4.0;4.0;1970.0;54.32554;18.63855;lut.84;4.0;0.268;2.133;0.574;0.43;0.932;3.406;0.476;condominium;;;no;yes;no;no;yes;549000
gdansk;blockOfFlats;72.0;3.0;1.0;4.0;;54.33122;18.55417;06.sie;3.0;1.025;2.444;0.735;0.197;0.667;2.859;0.198;condominium;;;no;yes;no;no;no;970000
gdansk;;44.44;2.0;1.0;3.0;2018.0;54.33364;18.54396;lip.37;1.0;1.573;2.857;0.962;0.105;0.95;3.396;0.912;condominium;;;no;yes;no;no;no;599000
gdansk;;45.0;3.0;7.0;10.0;1979.0;54.41942;18.57761;wrz.24;23.0;0.284;0.187;0.256;0.093;0.305;0.484;0.158;condominium;;;no;no;no;no;yes;850000
gdansk;;63.0;3.0;13.0;16.0;2022.0;54.3962;18.64365;maj.25;12.0;0.274;0.11;1.423;0.132;0.081;2.487;0.065;condominium;;;no;yes;no;no;no;1180000
gdansk;;28.sty;2.0;4.0;4.0;1956.0;54.35051;18.66474;0.68;41.0;0.623;1.125;0.296;0.509;0.271;0.788;0.363;condominium;;;no;no;no;no;yes;527890
gdansk;;71.0;4.0;2.0;10.0;;54.3547;18.5799;kwi.87;11.0;0.462;0.692;0.136;0.169;0.087;3.211;0.38;condominium;;;no;no;yes;no;no;695000
gdansk;blockOfFlats;40.8;2.0;5.0;10.0;1970.0;54.42149;18.58307;wrz.26;23.0;0.295;0.13;0.315;0.192;0.057;0.905;0.072;condominium;;;no;yes;yes;no;yes;480000
gdansk;;51.0;3.0;3.0;3.0;2003.0;54.31837;18.62815;mar.84;4.0;0.464;2.957;0.486;0.677;0.366;3.922;0.543;condominium;;;no;no;no;yes;no;649000
gdansk;blockOfFlats;44.0;2.0;4.0;4.0;1980.0;54.38864;18.62822;kwi.69;5.0;0.055;1.214;0.149;0.586;0.564;1.332;0.666;condominium;;;no;yes;no;no;yes;640000
gdansk;;65.5;3.0;13.0;17.0;2021.0;54.3955;18.64388;maj.17;12.0;0.195;0.055;1.405;0.096;0.061;2.428;0.049;condominium;;;no;no;yes;no;no;1295000
gdansk;blockOfFlats;82.0;4.0;1.0;3.0;2017.0;54.3547;18.5799;kwi.87;11.0;0.462;0.692;0.136;0.169;0.087;3.211;0.38;condominium;brick;premium;no;yes;yes;no;yes;1200000
gdansk;;88.4;4.0;2.0;8.0;;54.3795107;18.5886854;maj.42;31.0;0.407;0.641;0.368;0.284;0.124;1.192;0.343;condominium;;premium;yes;yes;yes;no;no;1290000
gdansk;;70.0;3.0;1.0;4.0;1997.0;54.3484316;18.6240256;sty.97;12.0;0.226;0.493;0.09;0.736;0.559;1.754;0.277;condominium;;premium;yes;no;yes;no;no;1155000
gdansk;blockOfFlats;54.88;3.0;;3.0;2023.0;54.302851;18.6037095;cze.13;1.0;0.741;3.574;1.063;0.796;0.846;02.lut;0.499;condominium;brick;;yes;no;yes;no;no;548000
gdansk;apartmentBuilding;89.0;3.0;5.0;5.0;2017.0;54.34563;18.6648;0.79;15.0;0.585;0.752;0.249;0.747;0.052;0.721;0.295;condominium;brick;;no;yes;yes;no;no;1710000
gdansk;;51.0;2.0;;2.0;1950.0;54.3470942;18.6171409;lut.43;6.0;0.136;0.095;0.354;0.616;0.707;2.215;0.249;condominium;brick;;no;no;no;no;yes;660000
gdansk;blockOfFlats;72.46;3.0;1.0;4.0;1950.0;54.35484;18.65552;0.61;63.0;0.114;0.44;0.092;0.246;0.223;0.318;0.343;condominium;brick;;no;no;no;no;yes;788000
gdansk;blockOfFlats;56.0;3.0;5.0;10.0;1977.0;54.37723;18.58253;maj.59;7.0;0.103;0.328;0.267;0.554;0.182;1.599;0.188;condominium;;;no;yes;yes;no;no;760000
gdansk;blockOfFlats;47.5;3.0;5.0;10.0;1975.0;54.41836;18.58086;09.mar;18.0;0.395;0.363;0.063;0.227;0.182;0.617;0.168;condominium;;;no;no;yes;no;no;599000
gdansk;blockOfFlats;61.0;5.0;6.0;10.0;1960.0;54.41508;18.55693;wrz.66;7.0;0.36;1.357;0.694;0.124;0.264;0.976;0.123;condominium;;;no;no;yes;no;yes;915000
gdansk;blockOfFlats;45.0;2.0;4.0;7.0;1975.0;54.41284;18.60164;lip.84;18.0;0.309;1.413;0.448;0.178;0.207;1.981;0.38;condominium;;;no;no;yes;no;yes;650000
gdansk;apartmentBuilding;28.maj;2.0;;6.0;2022.0;54.35428;18.63121;01.cze;11.0;0.342;0.368;0.499;1.072;0.16;1.066;0.253;condominium;brick;;no;no;yes;no;no;679000
gdansk;;51.3;4.0;3.0;3.0;2000.0;54.35516;18.51312;wrz.18;6.0;0.358;0.321;0.836;0.177;0.303;;0.305;condominium;;;no;no;no;no;yes;619000
gdansk;blockOfFlats;46.0;2.0;5.0;10.0;1975.0;54.4158268;18.5850696;sie.65;19.0;0.285;0.574;0.382;0.329;0.057;0.867;0.363;condominium;;;no;no;yes;no;no;575000
gdansk;blockOfFlats;40.0;2.0;1.0;3.0;2006.0;54.35004;18.53318;lip.86;8.0;1.389;sty.29;0.088;0.062;0.061;;0.614;condominium;;;no;yes;yes;no;yes;519000
gdansk;;69.0;3.0;1.0;2.0;2011.0;54.33294;18.53946;lip.67;1.0;1.841;2.726;0.76;0.214;0.765;mar.49;1.167;condominium;;;no;no;no;no;no;690000
gdansk;;63.63;3.0;1.0;2.0;1991.0;54.34366;18.592355;04.lip;0.0;0.528;0.834;0.844;0.893;0.868;3.833;0.979;cooperative;;;no;no;no;no;no;739000
gdansk;;54.0;3.0;1.0;4.0;2022.0;54.3540495;18.6601164;0.64;44.0;0.146;0.723;0.24;0.397;0.017;0.628;0.604;condominium;;premium;no;yes;yes;no;no;625000
gdansk;blockOfFlats;46.0;3.0;;10.0;;54.4110465;18.598796;lip.75;25.0;0.043;1.426;0.205;0.096;0.123;sty.86;0.124;condominium;;;no;yes;no;no;yes;649000
gdansk;;39.36;2.0;13.0;17.0;2021.0;54.393246;18.64462;kwi.92;12.0;0.063;0.17;1.302;0.13;0.268;2.246;0.243;condominium;;;yes;no;yes;no;no;694000
gdansk;blockOfFlats;82.13;4.0;12.0;12.0;2016.0;54.39646;18.60332;cze.19;13.0;0.372;1.142;0.423;0.271;0.096;1.972;0.4;condominium;;;no;no;yes;no;no;1482000
gdansk;;45.0;3.0;;4.0;;54.40548;18.5911;lip.47;20.0;0.176;01.lis;0.313;0.258;0.248;1.768;0.242;condominium;;;no;yes;no;no;yes;719000
gdansk;blockOfFlats;72.0;4.0;1.0;10.0;1973.0;54.40808;18.59301;lip.64;26.0;0.198;1.106;0.387;0.082;0.155;1.677;0.178;condominium;;;no;yes;yes;no;yes;780000
gdansk;;36.0;2.0;1.0;4.0;2022.0;54.31219;18.57306;06.lip;5.0;1.067;2.724;0.273;0.636;0.379;0.556;0.423;condominium;;;no;no;;no;no;499000
gdansk;blockOfFlats;56.12;3.0;1.0;10.0;1985.0;54.35168;18.60593;mar.15;8.0;0.264;0.805;0.238;0.279;0.336;2.728;0.245;condominium;;;no;yes;no;no;yes;659000
gdansk;blockOfFlats;41.0;2.0;4.0;4.0;2014.0;54.31865;18.56825;cze.55;1.0;0.876;2.294;0.529;0.633;0.427;1.263;0.839;condominium;;;no;no;yes;yes;no;499000
gdansk;blockOfFlats;54.0;3.0;4.0;4.0;1980.0;54.3617;18.59617;04.lut;5.0;0.402;1.323;0.074;0.352;0.53;2.034;0.368;condominium;;;no;no;no;no;yes;689000
gdansk;;45.0;2.0;;3.0;2002.0;54.35513;18.51009;wrz.37;6.0;0.369;0.391;01.lut;0.373;0.284;;0.352;condominium;;;yes;yes;no;no;no;599000
gdansk;;55.63;3.0;;3.0;2019.0;54.33373;18.559;cze.42;8.0;0.983;2.108;0.495;0.286;0.385;3.027;0.382;condominium;;;no;no;yes;no;no;650000
gdansk;tenement;43.78;3.0;3.0;3.0;;54.34864725;18.61919701;lut.28;11.0;0.061;0.196;0.168;0.747;0.818;2.017;0.039;condominium;brick;premium;yes;no;;no;no;550000
gdansk;blockOfFlats;48.5;2.0;3.0;4.0;1974.0;54.4020052;18.6596262;maj.86;5.0;0.167;1.203;0.74;0.488;0.849;3.611;0.178;condominium;concreteSlab;;no;yes;no;no;yes;469000
gdansk;blockOfFlats;65.2;3.0;2.0;4.0;2009.0;54.35381;18.49914;10.lip;1.0;0.858;0.955;sty.68;0.751;0.264;;0.905;condominium;;;no;yes;yes;yes;yes;690000
gdansk;apartmentBuilding;75.76;3.0;1.0;12.0;2019.0;54.39424;18.62043;maj.45;5.0;0.612;1.336;0.715;0.121;0.021;1.917;0.67;condominium;brick;;no;yes;yes;yes;no;1350000
gdansk;;30.0;1.0;3.0;5.0;;54.351678;18.65574;0.27;132.0;0.136;0.672;0.113;0.042;0.07;0.531;0.249;condominium;;premium;no;no;yes;yes;no;595000
gdansk;;50.0;3.0;4.0;4.0;;54.3782;18.5964;kwi.94;19.0;0.128;0.24;0.178;0.277;0.138;0.694;0.339;condominium;;;no;no;no;no;yes;699000
gdansk;;51.0;2.0;1.0;4.0;2010.0;54.321114;18.57506275;06.mar;1.0;0.582;1.804;0.728;0.115;0.783;1.553;0.967;condominium;;;no;no;yes;no;yes;575000
gdansk;blockOfFlats;66.38;3.0;14.0;16.0;2021.0;54.39649;18.64478;maj.28;12.0;0.298;0.173;1.425;0.112;0.119;2.552;0.144;condominium;;;no;yes;yes;no;no;1190000
gdansk;apartmentBuilding;42.2;2.0;1.0;3.0;2001.0;54.406019;18.610659;cze.91;6.0;0.403;lut.23;0.68;0.47;0.226;2.784;0.273;condominium;brick;;yes;no;no;no;yes;750000
gdansk;blockOfFlats;52.0;2.0;1.0;3.0;2018.0;54.31332;18.60028;maj.33;6.0;0.793;lut.39;0.314;0.199;0.205;2.029;0.293;condominium;;;no;yes;no;no;no;598000
gdansk;tenement;107.0;4.0;2.0;3.0;1920.0;54.3517;18.66341;0.64;57.0;0.483;1.052;0.453;0.476;0.261;0.922;0.457;condominium;brick;;no;no;no;no;yes;1250000
gdansk;tenement;102.0;3.0;2.0;3.0;1900.0;54.3794;18.6022;kwi.75;43.0;0.097;0.239;0.059;0.347;0.158;0.32;0.206;condominium;brick;;yes;no;no;no;yes;1090000
gdansk;;56.0;3.0;2.0;3.0;2016.0;54.3357;18.55577;cze.57;7.0;0.943;2.323;0.792;0.349;0.36;3.294;0.583;condominium;;;yes;yes;no;no;no;619000
gdansk;;39.96;2.0;3.0;4.0;;54.33313;18.55303;cze.82;3.0;1.206;2.498;0.831;0.029;0.664;3.084;0.387;condominium;;;no;no;;no;no;411748
gdansk;;35.89;2.0;;4.0;;54.31033;18.60412;maj.43;4.0;1.177;2.777;0.502;0.125;0.39;2.193;0.452;condominium;;;yes;no;yes;no;no;416000
gdansk;;63.3;3.0;1.0;4.0;;54.35003;18.58097;kwi.76;8.0;0.396;0.474;0.117;0.123;0.404;3.624;0.827;condominium;;;yes;no;yes;no;no;774792
gdansk;;63.69;3.0;1.0;3.0;;54.29761;18.60681;cze.53;0.0;0.733;4.188;1.677;1.116;sty.46;2.583;0.705;condominium;;;yes;no;yes;no;no;573210
gdansk;;40.06;2.0;3.0;4.0;;54.33522;18.55255;cze.79;2.0;1.085;2.528;0.942;0.261;0.454;3.312;0.597;condominium;;;yes;no;yes;no;no;424000
gdansk;;40.67;2.0;1.0;1.0;;54.29964;18.61484;06.sty;1.0;1.262;kwi.13;1.768;1.025;1.558;2.991;0.473;condominium;;;yes;no;yes;no;no;417274
gdansk;;44.08;2.0;1.0;4.0;;54.34252;18.56909;maj.58;7.0;0.52;1.539;0.312;0.228;0.286;3.909;0.448;condominium;;;no;no;;no;no;612596
gdansk;;82.23;4.0;1.0;3.0;;54.34843;18.62403;sty.97;12.0;0.226;0.493;0.09;0.735;0.559;1.754;0.277;condominium;;;yes;no;yes;no;no;1124016
gdansk;;44.54;2.0;1.0;18.0;;54.39513;18.64711;05.lis;12.0;0.182;0.108;1.549;0.122;0.095;lut.51;0.252;condominium;;;no;no;yes;no;no;636922
gdansk;;60.65;4.0;2.0;3.0;;54.30995;18.59901;maj.67;6.0;0.957;lut.74;0.229;0.285;0.058;1.859;0.185;condominium;;;no;no;yes;no;no;591338
gdansk;blockOfFlats;56.0;3.0;5.0;10.0;1976.0;54.3780439;18.5825854;maj.64;8.0;0.118;0.385;0.177;0.473;0.1;1.587;0.105;condominium;;premium;no;no;yes;no;no;760000
gdansk;;65.0;3.0;;;;54.3601546680043;18.5917825742029;kwi.23;14.0;0.196;1.071;0.13;0.223;0.198;2.303;0.075;condominium;;;no;no;;no;no;685000
gdansk;blockOfFlats;64.3;3.0;;3.0;1993.0;54.32654;18.59453;kwi.64;5.0;0.405;0.874;0.099;0.415;0.355;2.632;0.1;condominium;;;no;yes;no;no;yes;610000
gdansk;blockOfFlats;45.0;2.0;;3.0;2002.0;54.35471;18.51243;wrz.22;6.0;0.302;0.28;0.861;0.225;0.24;;0.256;condominium;;;no;no;no;no;no;599000
gdansk;blockOfFlats;54.0;3.0;2.0;4.0;1970.0;54.40609;18.59143;lip.51;19.0;0.131;1.094;0.311;0.192;0.229;1.737;0.3;condominium;;;no;yes;no;no;yes;699000
gdansk;blockOfFlats;58.7;3.0;;4.0;1992.0;54.35304;18.57846;kwi.94;8.0;0.477;0.678;0.306;0.339;0.22;3.416;0.581;condominium;concreteSlab;;no;yes;no;no;yes;640000
gdansk;blockOfFlats;55.6;3.0;;5.0;2017.0;54.356346;18.5697165;maj.54;2.0;0.36;1.348;0.527;0.492;0.598;3.481;0.619;condominium;;;yes;no;yes;no;yes;769000
gdansk;blockOfFlats;48.5;2.0;;4.0;2012.0;54.4126995;18.5810208;08.maj;9.0;0.44;0.361;0.317;0.607;0.209;0.747;0.371;condominium;;premium;yes;no;yes;no;no;969000
gdansk;blockOfFlats;32.7;1.0;7.0;10.0;1977.0;54.37736597224;18.5821689334533;maj.62;7.0;0.076;0.317;0.256;0.551;0.178;sty.62;0.184;condominium;;;no;yes;yes;no;yes;449000
gdansk;blockOfFlats;56.0;3.0;3.0;4.0;1963.0;54.40546;18.56467;sie.53;17.0;0.243;0.968;0.609;0.133;0.203;1.332;0.189;condominium;concreteSlab;low;yes;yes;no;no;yes;750000
gdansk;apartmentBuilding;37.04;2.0;8.0;17.0;2020.0;54.3881862415125;18.5989698956877;maj.62;21.0;0.369;0.449;0.327;0.37;0.078;1.162;0.325;condominium;brick;premium;yes;yes;yes;yes;no;796360
gdansk;blockOfFlats;61.74;3.0;2.0;9.0;2016.0;54.34876;18.53296;lip.87;8.0;1.405;1.312;0.23;0.192;0.146;;0.647;condominium;;;no;yes;yes;no;yes;755000
gdansk;;65.0;2.0;1.0;1.0;;54.362832;18.629551;02.lut;14.0;0.56;0.066;0.453;0.406;0.191;1.337;0.387;condominium;;;no;no;;no;no;645000
gdansk;blockOfFlats;90.0;3.0;2.0;2.0;2016.0;54.31144126;18.60852242;maj.16;2.0;1.366;lut.76;0.772;0.353;0.696;2.495;0.724;condominium;;premium;yes;no;no;no;no;890000
gdansk;blockOfFlats;44.0;2.0;4.0;4.0;1975.0;54.38864;18.62822;kwi.69;5.0;0.055;1.214;0.149;0.586;0.564;1.332;0.666;condominium;;;no;yes;no;no;yes;640000
gdansk;blockOfFlats;45.0;2.0;;3.0;2002.0;54.3551146;18.5100533;wrz.38;6.0;0.368;0.391;1.022;0.376;0.283;;0.352;condominium;;premium;yes;yes;yes;no;yes;599000
gdansk;apartmentBuilding;36.0;2.0;1.0;4.0;2021.0;54.31219;18.57306;06.lip;5.0;1.067;2.724;0.273;0.636;0.379;0.556;0.423;condominium;brick;;no;yes;yes;yes;no;490000
gdansk;blockOfFlats;47.15;2.0;1.0;2.0;2012.0;54.32679;18.60548;04.maj;9.0;0.34;1.224;0.588;0.325;0.465;3.122;0.119;condominium;;;no;no;yes;no;no;525000
gdansk;;30.kwi;2.0;2.0;10.0;1976.0;54.41508;18.55693;wrz.66;7.0;0.36;1.357;0.694;0.124;0.264;0.976;0.123;condominium;;;no;yes;no;no;no;539000
gdansk;blockOfFlats;63.0;3.0;1.0;4.0;1980.0;54.37704;18.56692;cze.45;6.0;0.342;0.743;0.047;1.361;0.143;2.607;1.093;condominium;;;no;yes;no;no;yes;660000
gdansk;blockOfFlats;55.0;3.0;4.0;6.0;2014.0;54.3491;18.5864;kwi.41;9.0;0.357;0.217;0.147;0.206;0.221;3.569;0.569;condominium;;;no;yes;yes;no;no;739000
gdansk;;86.0;3.0;;3.0;2011.0;54.34889;18.66029;0.38;87.0;0.551;0.823;0.468;0.387;0.033;0.957;0.157;condominium;;;no;yes;no;no;no;1750000
gdansk;;72.0;4.0;3.0;3.0;;54.321114;18.57506275;06.mar;1.0;0.582;1.804;0.728;0.115;0.783;1.553;0.967;condominium;;;no;no;yes;no;no;849000
gdansk;blockOfFlats;64.77;3.0;2.0;3.0;1970.0;54.34485;18.6469;0.7;19.0;0.227;0.588;0.449;0.403;0.395;1.205;0.148;condominium;brick;;no;yes;no;no;no;660000
gdansk;;51.0;2.0;1.0;4.0;1957.0;54.35463;18.6489;0.69;61.0;0.315;0.121;0.335;0.356;0.042;0.149;0.16;condominium;;;no;no;no;no;yes;755000
gdansk;apartmentBuilding;43.0;2.0;;5.0;2018.0;54.3459998;18.6561728;0.39;80.0;0.402;0.429;0.48;0.38;0.153;1.109;0.356;condominium;brick;premium;yes;yes;yes;no;yes;889000
gdansk;blockOfFlats;63.0;3.0;1.0;4.0;1978.0;54.37719931;18.56351137;cze.65;7.0;0.151;0.964;0.117;1.562;0.103;2.826;1.308;condominium;;;no;yes;no;no;yes;660000
gdansk;;36.0;2.0;1.0;4.0;;54.31208;18.57437;cze.64;4.0;1.025;2.699;0.342;0.716;0.445;0.574;0.502;condominium;;;no;no;;no;no;490000
gdansk;;37.0;2.0;;3.0;2023.0;54.3438;18.5997;03.cze;1.0;0.307;1.076;0.722;1.092;0.702;mar.39;1.055;condominium;;;no;no;no;no;no;569000
gdansk;;72.0;3.0;4.0;16.0;2021.0;54.355;18.6456;0.85;45.0;0.365;0.117;0.156;0.527;0.109;0.205;0.033;condominium;;;no;no;yes;no;no;1380000
gdansk;;61.73;3.0;4.0;4.0;2021.0;54.30827;18.58832;cze.27;0.0;0.907;lut.89;0.646;0.674;0.661;1.147;0.677;condominium;;;no;yes;no;no;no;780000
gdansk;;47.17;2.0;4.0;4.0;2021.0;54.30689;18.58701;cze.44;0.0;1.068;03.maj;0.775;0.522;0.792;01.cze;0.797;condominium;;;no;yes;no;no;no;683000
gdansk;;75.2;4.0;1.0;4.0;;54.350788064716;18.5639017720514;maj.87;8.0;0.823;1.573;0.099;0.099;0.208;kwi.19;0.099;condominium;;;no;yes;no;no;no;1150000
gdansk;tenement;63.0;3.0;2.0;3.0;1930.0;54.38717;18.60906;maj.13;26.0;0.163;0.28;0.22;0.474;0.16;0.934;0.22;condominium;brick;;no;no;no;no;yes;699000
gdansk;blockOfFlats;76.01;4.0;1.0;2.0;2002.0;54.31152;18.59916;maj.53;6.0;0.841;lut.57;0.164;0.187;0.191;1.903;0.119;condominium;;;no;yes;no;no;yes;740000
gdansk;blockOfFlats;27.0;1.0;4.0;4.0;1973.0;54.40444;18.59905;07.sty;17.0;0.256;1.617;0.216;0.414;0.113;2.232;0.062;condominium;;;no;yes;no;no;yes;415000
gdansk;;51.0;3.0;;3.0;1945.0;54.3480121;18.6564851;0.2;105.0;0.541;0.653;0.372;0.305;0.033;0.907;0.297;condominium;;;no;no;no;no;no;800000
gdansk;;25.72;1.0;;5.0;2022.0;54.416667;18.583333;sie.79;17.0;0.286;0.491;0.269;0.411;0.163;0.749;0.344;condominium;;;no;no;yes;yes;no;426952
gdansk;blockOfFlats;55.64;3.0;3.0;4.0;1980.0;54.399053;18.6633813;maj.56;6.0;0.38;1.202;0.44;0.205;0.679;3.533;0.192;condominium;concreteSlab;;no;yes;no;no;no;550000
gdansk;blockOfFlats;40.0;2.0;4.0;15.0;;54.41086;18.5967;lip.79;30.0;0.096;1.304;0.223;0.124;0.123;sty.74;0.156;condominium;;;no;no;yes;no;no;840000
gdansk;apartmentBuilding;36.0;2.0;1.0;4.0;2022.0;54.31219;18.57306;06.lip;5.0;1.067;2.724;0.273;0.636;0.379;0.556;0.423;condominium;brick;;no;no;yes;no;no;499000
gdansk;blockOfFlats;44.0;2.0;3.0;4.0;1964.0;54.42013;18.57219;09.maj;21.0;0.126;0.379;0.086;0.422;0.057;0.381;0.095;condominium;concreteSlab;low;no;yes;no;no;yes;545300
gdansk;blockOfFlats;42.0;2.0;10.0;10.0;1976.0;54.3795107;18.5886854;maj.42;31.0;0.407;0.641;0.368;0.284;0.124;1.192;0.343;condominium;;;no;no;yes;no;no;669000
gdansk;apartmentBuilding;46.67;2.0;2.0;6.0;2022.0;54.35475;18.63111;sty.62;9.0;0.378;0.408;0.469;01.cze;0.196;1.061;0.201;condominium;brick;;no;yes;yes;yes;no;900000
gdansk;apartmentBuilding;28.29;1.0;1.0;12.0;2017.0;54.40087;18.58628;lip.23;12.0;0.568;1.267;0.552;0.481;0.321;1.997;0.299;condominium;brick;;no;yes;yes;no;no;599000
gdansk;blockOfFlats;33.0;1.0;1.0;4.0;2022.0;54.31179;18.60079;maj.44;6.0;0.907;2.563;0.272;0.078;0.257;2.013;0.229;condominium;;;no;yes;yes;no;no;429000
gdansk;tenement;95.29;5.0;3.0;4.0;1920.0;54.38094;18.60009;kwi.97;37.0;0.314;0.138;0.16;0.457;0.044;0.507;0.048;condominium;brick;;no;yes;no;no;yes;979000
gdansk;blockOfFlats;78.0;3.0;4.0;4.0;1980.0;54.4018717;18.6331513;6.0;2.0;0.386;0.979;0.564;0.358;0.685;2.837;0.523;condominium;;;no;yes;no;no;no;880000
gdansk;blockOfFlats;64.0;3.0;4.0;4.0;1992.0;54.3399034;18.6192124;lut.51;14.0;0.182;0.902;0.076;0.242;0.094;2.594;0.03;condominium;concreteSlab;premium;no;yes;no;no;yes;675000
gdansk;blockOfFlats;53.5;2.0;1.0;4.0;1988.0;54.34093;18.61674;lut.62;14.0;0.364;0.771;0.228;0.272;0.199;2.632;0.042;condominium;;;no;no;no;no;yes;625000
gdansk;tenement;99.8;5.0;1.0;4.0;1936.0;54.39731;18.67235;maj.46;5.0;0.249;sty.69;0.274;0.201;0.501;3.852;0.506;condominium;brick;;no;no;no;no;yes;920000
gdansk;blockOfFlats;50.0;2.0;1.0;3.0;2007.0;54.3048;18.58593;cze.65;4.0;0.965;3.289;0.56;0.312;0.596;1.029;0.594;condominium;;;no;yes;no;no;yes;499000
gdansk;blockOfFlats;50.0;2.0;1.0;3.0;2007.0;54.3048;18.58593;cze.65;4.0;0.965;3.289;0.56;0.312;0.596;1.029;0.594;condominium;;;no;yes;no;no;yes;499000
gdansk;;38.87;2.0;1.0;6.0;2019.0;54.39531;18.64663;maj.13;12.0;0.182;0.126;1.534;0.086;0.061;2.508;0.22;condominium;;;no;yes;yes;no;no;599000
gdansk;;40.0;2.0;1.0;4.0;2018.0;54.3782;18.5964;kwi.94;19.0;0.128;0.24;0.178;0.277;0.138;0.694;0.339;condominium;;premium;yes;yes;yes;no;no;820000
gdansk;;73.0;4.0;1.0;4.0;1988.0;54.40262;18.62333;cze.25;3.0;0.263;1.521;0.26;0.34;0.801;2.845;0.701;condominium;;;no;no;;no;no;1299000
gdansk;apartmentBuilding;90.0;3.0;5.0;5.0;2017.0;54.34628;18.66572;0.81;14.0;0.644;0.841;0.288;0.654;0.111;0.648;0.292;condominium;brick;;no;no;yes;no;no;1710000
gdansk;;39.54;2.0;1.0;3.0;2020.0;54.34625;18.52949;08.sty;2.0;1.301;1.227;0.39;0.472;0.502;;0.664;condominium;;;no;no;no;no;no;599000
gdansk;apartmentBuilding;83.21;4.0;9.0;12.0;2012.0;54.3992173057762;18.6064458958974;cze.35;16.0;0.343;1.446;0.124;0.152;0.249;2.264;0.086;condominium;brick;premium;yes;yes;yes;yes;yes;1550000
gdansk;blockOfFlats;41.0;2.0;4.0;4.0;;54.32417;18.61834;mar.65;6.0;0.548;2.066;0.097;0.177;0.066;mar.61;0.116;condominium;concreteSlab;;no;no;no;no;no;490000
gdansk;apartmentBuilding;47.2;3.0;10.0;17.0;2011.0;54.40457;18.60694;cze.87;17.0;0.293;2.042;0.476;0.2;0.363;2.647;0.081;condominium;brick;;no;yes;yes;yes;yes;890000
gdansk;blockOfFlats;128.1;4.0;2.0;2.0;2006.0;54.36858;18.59399;kwi.46;1.0;0.878;1.296;0.705;0.753;0.445;1.422;0.917;condominium;;;no;yes;no;yes;no;2000000
gdansk;blockOfFlats;52.3;3.0;4.0;10.0;1980.0;54.3591075;18.5774086;05.lis;17.0;0.234;1.161;0.015;0.095;0.032;2.917;0.035;cooperative;;low;no;no;yes;no;yes;575000
gdansk;apartmentBuilding;62.49;3.0;14.0;16.0;2021.0;54.3925375;18.6453996;kwi.84;12.0;0.145;0.192;sty.31;0.223;0.361;2.213;0.335;condominium;brick;premium;yes;yes;yes;no;yes;1190000
gdansk;apartmentBuilding;36.0;2.0;1.0;4.0;2022.0;54.31219;18.57306;06.lip;5.0;1.067;2.724;0.273;0.636;0.379;0.556;0.423;condominium;brick;;no;yes;yes;no;no;519000
gdansk;blockOfFlats;41.0;2.0;;1.0;2018.0;54.3438;18.5997;03.cze;1.0;0.307;1.076;0.722;1.092;0.702;mar.39;1.055;condominium;;premium;yes;no;no;no;no;589000
gdansk;blockOfFlats;56.12;3.0;5.0;10.0;1975.0;54.35286;18.60696;03.sty;8.0;0.266;0.831;0.112;0.273;0.273;2.639;0.102;condominium;;;no;yes;yes;no;yes;599000
gdansk;apartmentBuilding;61.69;2.0;4.0;5.0;2016.0;54.34587;18.66414;0.74;18.0;0.571;0.73;0.251;0.758;0.004;0.757;0.248;condominium;brick;;no;yes;yes;no;no;1299000
gdansk;tenement;52.15;2.0;2.0;3.0;1945.0;54.3531;18.62992;sty.64;16.0;0.192;0.382;0.445;1.017;0.226;1.184;0.331;condominium;brick;;yes;no;no;no;yes;520000
gdansk;blockOfFlats;27.0;1.0;3.0;4.0;1972.0;54.4030674;18.596549;07.maj;14.0;0.272;1.551;0.222;0.521;0.175;2.208;0.285;cooperative;;low;no;yes;no;no;yes;424000
gdansk;apartmentBuilding;40.0;2.0;1.0;4.0;2018.0;54.3782;18.5964;kwi.94;19.0;0.128;0.24;0.178;0.277;0.138;0.694;0.339;condominium;brick;;yes;yes;yes;no;no;820000
gdansk;tenement;35.0;3.0;;2.0;1936.0;54.34164;18.65855;0.9;14.0;0.089;0.254;0.057;0.858;0.176;1.268;0.177;condominium;brick;;no;no;no;no;no;565000
gdansk;blockOfFlats;40.0;2.0;1.0;4.0;2018.0;54.39452;18.61968;05.maj;5.0;0.591;1.322;0.676;0.146;0.038;1.924;0.63;condominium;;;no;yes;yes;yes;no;820000
gdansk;tenement;94.0;5.0;1.0;2.0;1900.0;54.40835;18.56023;sie.96;26.0;0.193;1.089;0.199;0.309;0.056;1.192;0.171;condominium;brick;;no;yes;no;no;yes;1599999
gdansk;;63.0;3.0;10.0;10.0;1970.0;54.41564;18.55642;wrz.73;5.0;0.417;1.411;0.758;0.057;0.23;0.999;0.1;condominium;;;no;yes;no;no;yes;690000
gdansk;;74.5;3.0;1.0;5.0;2021.0;54.3438;18.5277;sie.24;0.0;1.302;1.312;0.552;0.764;0.788;4.917;0.866;condominium;;premium;no;yes;no;no;no;970000
