m;type;squareMeters;rooms;floor;floorCount;buildYear;latitude;longitude;centreDistance;poiCount;schoolDistance;clinicDistance;postOfficeDistance;kindergartenDistance;restaurantDistance;collegeDistance;pharmacyDistance;ownership;buildingMaterial;condition;hasParkingSpace;hasBalcony;hasElevator;hasSecurity;hasStorageRoom;price
gdansk;;67.96;4.0;1.0;2.0;;54.3399034;18.6192124;lut.51;14.0;0.182;0.902;0.076;0.242;0.094;2.594;0.03;condominium;brick;;no;no;no;no;no;3500
gdansk;blockOfFlats;73.97;3.0;3.0;7.0;2022.0;54.3987722;18.64595627;maj.52;7.0;0.55;0.431;1.246;0.361;0.332;2.809;0.383;condominium;;premium;yes;yes;yes;no;no;4600
gdansk;;59.0;2.0;5.0;7.0;2019.0;54.34962;18.65822;0.25;104.0;0.41;0.852;0.312;0.238;0.005;0.81;0.293;condominium;;;no;yes;no;no;no;7000
gdansk;blockOfFlats;36.18;2.0;;4.0;2021.0;54.3547841;18.5022239;wrz.88;1.0;0.706;0.791;1.507;0.707;0.479;;0.74;condominium;brick;premium;yes;no;yes;no;no;2150
gdansk;blockOfFlats;50.9;2.0;2.0;4.0;;54.35872;18.62583;02.gru;6.0;0.75;0.49;0.101;0.795;0.297;1.404;0.08;condominium;;;no;yes;no;no;no;3500
gdansk;;52.0;2.0;2.0;3.0;2012.0;54.35728322;18.65133137;0.9;37.0;0.111;0.06;0.434;0.105;0.082;0.125;0.014;condominium;;;yes;yes;yes;yes;yes;3000
gdansk;apartmentBuilding;53.0;2.0;1.0;4.0;;54.3498;18.5674;maj.64;7.0;0.8;sty.35;0.154;0.151;0.44;4.128;0.345;condominium;brick;;no;yes;yes;no;no;2600
gdansk;;120.0;5.0;1.0;1.0;;54.3975654;18.5656919;lip.86;5.0;0.089;0.465;0.854;0.662;0.203;2.165;0.639;condominium;;;yes;yes;no;no;yes;5000
gdansk;apartmentBuilding;55.0;2.0;3.0;4.0;2020.0;54.35069;18.66282;0.56;66.0;0.55;1.076;0.403;0.442;0.17;0.909;0.339;condominium;brick;;no;yes;yes;no;no;3900
gdansk;apartmentBuilding;77.04;4.0;2.0;4.0;2019.0;54.34209824;18.65640068;0.82;14.0;0.094;0.107;0.172;0.745;0.189;1.369;0.274;condominium;brick;;no;yes;yes;yes;no;5840
gdansk;apartmentBuilding;76.04;3.0;4.0;4.0;2019.0;54.3419;18.6565;0.84;13.0;0.096;0.118;0.154;0.749;0.173;1.373;0.275;condominium;brick;premium;no;yes;yes;no;no;4800
gdansk;;38.3;2.0;;4.0;2011.0;54.32394;18.61523;03.sie;5.0;0.74;1.915;0.266;0.286;0.263;3.425;0.234;condominium;;;no;yes;no;no;no;2300
gdansk;blockOfFlats;75.0;3.0;2.0;12.0;2008.0;54.41075;18.60161;lip.63;19.0;0.215;1.571;0.257;0.059;0.109;2.042;0.219;condominium;;;no;yes;yes;yes;no;4500
gdansk;apartmentBuilding;44.0;2.0;4.0;4.0;2018.0;54.35526;18.6549;0.66;61.0;0.11;0.378;0.129;0.272;0.244;0.271;0.282;condominium;brick;;no;yes;yes;yes;no;3800
gdansk;apartmentBuilding;46.64;2.0;2.0;4.0;2019.0;54.3429749;18.6582244;0.75;17.0;0.079;0.239;0.206;0.721;0.191;1.221;0.147;condominium;brick;;no;yes;yes;yes;no;3140
gdansk;apartmentBuilding;40.0;2.0;3.0;4.0;2022.0;54.39172;18.607235;maj.61;21.0;0.351;0.626;0.17;0.227;0.157;sty.43;0.169;condominium;brick;premium;yes;yes;yes;no;no;3150
gdansk;blockOfFlats;46.13;2.0;4.0;4.0;1980.0;54.40403;18.64304;06.gru;6.0;0.136;0.975;0.685;0.952;0.226;3.253;0.362;condominium;concreteSlab;;no;yes;no;no;yes;2990
gdansk;blockOfFlats;64.0;3.0;4.0;6.0;;54.39789;18.64606;maj.42;12.0;0.453;0.348;1.331;0.265;0.234;2.728;0.308;condominium;;;no;yes;no;no;no;4200
gdansk;apartmentBuilding;46.6;2.0;5.0;6.0;2018.0;54.35552;18.66334;0.9;24.0;0.291;0.84;0.422;0.659;0.036;0.817;0.703;condominium;brick;;no;yes;yes;yes;no;4000
gdansk;;55.3;2.0;2.0;3.0;;54.34898;18.65473;0.05;139.0;0.432;0.751;0.234;0.205;0.025;0.765;0.194;condominium;;;no;no;no;no;no;2500
gdansk;;60.0;3.0;2.0;4.0;;54.35115;18.65367;0.2;149.0;0.214;0.611;0.029;0.159;0.062;0.515;0.119;condominium;;;no;no;;no;no;4900
gdansk;tenement;32.0;2.0;1.0;4.0;;54.35115;18.65367;0.2;149.0;0.214;0.611;0.029;0.159;0.062;0.515;0.119;condominium;brick;;no;no;no;no;no;2900
gdansk;tenement;27.0;1.0;;5.0;;54.34857;18.64848;0.39;102.0;0.449;0.688;0.047;0.081;0.035;0.779;0.218;condominium;brick;;no;no;no;no;yes;2500
gdansk;apartmentBuilding;42.0;2.0;1.0;5.0;2018.0;54.3457;18.65387;0.41;72.0;0.252;0.39;0.433;0.316;0.224;1.103;0.294;condominium;brick;;no;no;yes;no;no;3400
gdansk;apartmentBuilding;42.0;2.0;1.0;5.0;2018.0;54.3457;18.65387;0.41;72.0;0.252;0.39;0.433;0.316;0.224;1.103;0.294;condominium;brick;;no;no;yes;no;no;3500
wroclaw;blockOfFlats;36.0;2.0;6.0;7.0;1994.0;51.1306;16.9653;05.lut;8.0;0.628;1.363;0.052;0.54;0.031;1.236;0.032;condominium;brick;;no;yes;yes;yes;yes;2600
wroclaw;blockOfFlats;59.0;3.0;4.0;5.0;;51.1105;17.0345;0.33;141.0;0.263;0.192;0.193;0.158;0.014;0.259;0.076;condominium;brick;;yes;yes;no;no;yes;3400
wroclaw;apartmentBuilding;90.0;3.0;3.0;3.0;;51.0817642019331;16.9931709836794;04.lis;7.0;0.241;1.618;0.782;0.31;0.795;1.279;0.593;condominium;brick;;no;yes;no;no;no;3950
wroclaw;blockOfFlats;36.0;2.0;1.0;10.0;;51.1592;17.1341;09.cze;6.0;0.246;0.889;0.018;0.053;0.702;1.712;0.179;condominium;concreteSlab;;yes;yes;yes;no;no;2100
wroclaw;blockOfFlats;72.0;3.0;4.0;5.0;2002.0;51.0727596739032;16.9940083268056;04.wrz;11.0;0.264;0.813;0.674;0.216;0.045;1.826;0.149;condominium;brick;;no;yes;no;no;yes;3300
wroclaw;tenement;43.0;2.0;2.0;4.0;1935.0;51.1125875243879;17.0313278586317;0.24;127.0;0.419;0.512;0.411;0.359;0.01;0.517;0.266;condominium;brick;premium;no;no;no;no;yes;2800
wroclaw;blockOfFlats;57.0;2.0;2.0;2.0;2020.0;51.1372;17.1339;lip.84;1.0;0.784;1.593;0.866;0.496;0.766;1.241;0.694;condominium;;;yes;yes;no;yes;no;2700
wroclaw;apartmentBuilding;39.0;2.0;2.0;4.0;2018.0;51.1626084108508;17.0456167517054;maj.88;2.0;lut.18;1.643;1.699;0.329;1.394;03.cze;0.957;condominium;brick;premium;yes;yes;yes;yes;no;2500
wroclaw;blockOfFlats;53.0;3.0;3.0;3.0;;51.14722222;17.11555556;lip.23;19.0;0.336;1.184;0.103;0.265;0.11;0.504;0.089;condominium;;;no;no;no;no;no;3500
wroclaw;tenement;35.0;1.0;3.0;3.0;;51.1225163415753;17.046629743127;sty.76;23.0;0.221;0.513;0.192;0.187;0.391;0.623;0.168;condominium;brick;;no;no;no;no;no;2200
wroclaw;tenement;64.21;3.0;3.0;4.0;1950.0;51.0883;17.0089;lut.89;18.0;0.178;1.693;0.367;0.11;0.182;0.33;0.276;condominium;brick;;no;yes;no;no;no;2900
wroclaw;;45.0;2.0;;2.0;;51.0561;17.0368;06.wrz;1.0;0.677;0.881;1.093;0.443;0.925;3.202;0.726;condominium;;;no;no;no;no;no;2800
wroclaw;apartmentBuilding;67.0;3.0;5.0;6.0;2008.0;51.1034226;17.0329674;0.84;46.0;0.18;0.657;0.128;0.189;0.11;0.141;0.205;condominium;brick;premium;yes;yes;yes;yes;no;5500
wroclaw;;47.0;2.0;2.0;10.0;;51.0978991;16.9936169;02.wrz;3.0;0.593;1.854;0.928;0.27;0.503;1.553;0.367;condominium;;;no;no;yes;no;no;2500
wroclaw;tenement;91.0;3.0;3.0;4.0;1920.0;51.0897;17.0383;lut.41;39.0;0.179;01.gru;0.36;0.154;0.136;0.46;0.065;condominium;brick;;no;no;;no;no;3500
wroclaw;apartmentBuilding;71.23;3.0;4.0;4.0;2019.0;51.0928865;16.9788799;04.lip;14.0;0.342;sty.31;0.244;0.16;0.226;2.041;0.219;condominium;brick;premium;no;yes;yes;no;no;3500
wroclaw;tenement;57.0;3.0;1.0;3.0;1930.0;51.118504;17.0492487;sty.61;25.0;0.074;0.347;0.165;0.238;0.16;0.739;0.275;condominium;brick;premium;no;no;no;no;no;2850
wroclaw;apartmentBuilding;52.0;2.0;4.0;8.0;1999.0;51.1151;17.0014;02.kwi;20.0;0.361;0.217;0.433;0.132;0.205;0.504;0.108;condominium;brick;;yes;yes;yes;no;yes;2000
wroclaw;;90.0;3.0;2.0;3.0;2008.0;51.0801818;16.9930485;kwi.25;7.0;0.139;1.469;0.946;0.41;0.836;1.355;0.449;condominium;;premium;no;yes;no;no;yes;3990
wroclaw;;80.0;3.0;;1.0;;51.0733905;16.9698558;maj.89;2.0;0.082;1.074;0.665;0.6;0.355;3.142;0.672;condominium;;;no;no;no;no;no;3900
wroclaw;blockOfFlats;52.41;2.0;4.0;4.0;1960.0;51.11723;17.00459;01.wrz;31.0;0.121;0.431;0.22;0.139;0.255;0.334;0.259;condominium;;premium;no;no;;no;no;2500
wroclaw;blockOfFlats;58.0;2.0;1.0;3.0;;51.09878;16.94119;cze.33;8.0;0.725;2.597;0.086;0.042;0.437;1.495;0.393;condominium;;premium;yes;yes;no;no;no;2350
wroclaw;blockOfFlats;29.0;1.0;1.0;4.0;2012.0;51.1436;16.8893;paü.46;1.0;0.754;0.686;1.309;0.637;0.946;0.818;0.054;condominium;;;yes;no;no;no;yes;2300
wroclaw;;30.88;1.0;5.0;6.0;2022.0;51.1175001;17.0219599;0.93;10.0;0.417;0.451;0.779;0.206;0.302;0.549;0.601;condominium;;premium;yes;yes;yes;no;no;2300
wroclaw;tenement;45.0;2.0;2.0;5.0;1900.0;51.06985;17.03976;04.cze;9.0;0.297;0.994;0.675;0.169;0.49;1.938;0.414;condominium;brick;premium;no;no;yes;no;no;2500
wroclaw;blockOfFlats;49.9;2.0;1.0;4.0;;51.06985;17.03976;04.cze;9.0;0.297;0.994;0.675;0.169;0.49;1.938;0.414;condominium;;;no;no;;no;no;2900
wroclaw;tenement;77.0;3.0;1.0;1.0;;51.1116759;17.0605103;lut.15;34.0;0.183;0.312;0.084;0.409;0.08;0.501;0.15;condominium;brick;premium;yes;yes;yes;no;no;4900
wroclaw;;38.0;2.0;1.0;1.0;;51.141241;17.136945;sie.21;2.0;0.52;1.202;0.399;0.548;0.624;1.132;0.438;condominium;;;yes;yes;no;no;no;2500
wroclaw;blockOfFlats;69.0;3.0;2.0;6.0;2022.0;51.1524;17.0472;kwi.79;2.0;1.459;0.538;0.762;0.736;1.494;2.165;0.273;condominium;;;yes;yes;yes;no;no;3500
wroclaw;apartmentBuilding;40.0;2.0;4.0;6.0;2015.0;51.11735;17.032987;0.77;42.0;0.306;0.319;0.127;0.203;0.116;0.489;0.055;condominium;brick;;no;yes;yes;no;no;2700
wroclaw;apartmentBuilding;49.97;2.0;1.0;4.0;2018.0;51.1103231;17.1217052;cze.42;9.0;sty.14;3.658;1.675;0.242;0.255;3.342;0.206;condominium;brick;premium;yes;yes;yes;no;no;2550
wroclaw;blockOfFlats;35.5;2.0;2.0;5.0;2008.0;51.16143184;16.9017487;paü.57;6.0;0.369;1.998;0.529;0.318;0.448;2.549;0.588;condominium;;;yes;yes;yes;no;no;1900
wroclaw;tenement;102.0;3.0;5.0;5.0;1930.0;51.0987092;17.0491169;01.wrz;16.0;0.191;0.581;0.553;0.075;0.098;0.232;0.072;condominium;brick;premium;no;no;yes;no;no;4700
wroclaw;blockOfFlats;59.5;3.0;2.0;10.0;;51.129609;16.9663604;04.wrz;10.0;0.499;1.282;0.174;0.433;0.102;1.143;0.108;condominium;concreteSlab;;no;yes;yes;no;no;2800
wroclaw;blockOfFlats;46.51;2.0;1.0;10.0;2007.0;51.088;17.054;03.kwi;6.0;0.222;1.584;0.583;0.233;0.137;0.863;0.473;condominium;;;yes;no;no;no;no;2200
wroclaw;apartmentBuilding;32.0;1.0;;;;51.1056064;17.050737;sty.57;21.0;0.323;0.38;0.537;0.201;0.372;0.373;0.369;condominium;brick;premium;yes;no;;no;no;2500
wroclaw;;50.0;2.0;2.0;3.0;2006.0;51.061871;16.983287;cze.33;7.0;0.784;1.633;0.562;0.249;0.276;3.244;0.186;condominium;;;yes;yes;no;no;no;2500
wroclaw;apartmentBuilding;56.08;2.0;1.0;7.0;2012.0;51.11602944;17.02553099;0.66;18.0;0.393;0.258;0.605;0.368;0.085;0.667;0.528;condominium;brick;;no;no;yes;no;no;2950
wroclaw;apartmentBuilding;75.53;3.0;5.0;8.0;2009.0;51.12170439;17.01397906;sty.65;12.0;0.306;0.905;0.764;0.484;0.744;0.739;0.139;condominium;brick;;no;yes;yes;no;no;3850
wroclaw;blockOfFlats;38.0;2.0;3.0;5.0;1960.0;51.10874622;17.03651556;0.52;121.0;0.078;0.074;0.23;0.053;0.045;0.188;0.085;condominium;brick;;no;yes;no;no;no;2400
wroclaw;;39.0;2.0;1.0;1.0;;51.1076263;16.9638199;kwi.62;14.0;0.266;2.496;0.607;0.264;0.295;0.426;0.205;condominium;brick;;no;no;;no;no;1800
wroclaw;apartmentBuilding;26.0;1.0;5.0;7.0;2023.0;51.06227434;16.98756695;cze.14;8.0;0.489;1.352;0.863;0.247;0.331;03.kwi;0.297;condominium;brick;premium;no;no;yes;no;no;2000
wroclaw;blockOfFlats;74.0;3.0;2.0;2.0;;51.0568166;17.0068662;06.lut;18.0;0.985;1.234;0.568;0.103;0.233;3.152;0.252;condominium;;;yes;no;no;no;no;3200
wroclaw;;28.0;1.0;7.0;9.0;2006.0;51.113361;17.001095;02.lut;16.0;0.395;0.142;0.54;0.193;0.032;0.385;0.08;condominium;;;no;yes;yes;no;no;1850
wroclaw;blockOfFlats;34.0;1.0;3.0;3.0;;51.0732247;17.0378619;04.lut;18.0;0.298;0.674;0.721;0.168;0.269;1.568;0.084;condominium;;;yes;no;no;no;no;2300
wroclaw;blockOfFlats;54.9;2.0;;3.0;2010.0;51.14772675;16.93441229;lip.83;2.0;0.779;sty.81;1.002;0.409;1.077;1.398;0.48;condominium;brick;premium;yes;yes;yes;no;no;2750
wroclaw;apartmentBuilding;46.0;2.0;3.0;6.0;2021.0;51.10621;17.01587;01.wrz;14.0;0.277;0.524;0.258;0.198;0.313;0.293;0.453;condominium;brick;premium;no;yes;yes;no;yes;3000
wroclaw;apartmentBuilding;45.0;2.0;3.0;7.0;2020.0;51.1131;17.026;0.38;77.0;0.55;0.516;0.296;0.667;0.086;0.346;0.269;condominium;brick;premium;no;yes;yes;no;no;3600
wroclaw;blockOfFlats;27.0;1.0;1.0;4.0;;51.1176215;17.0121574;sty.45;32.0;0.097;0.782;0.37;0.015;0.337;0.348;0.347;condominium;brick;;no;yes;no;no;no;1980
wroclaw;tenement;64.0;2.0;2.0;4.0;1905.0;51.1206;17.059;lut.32;12.0;0.193;0.415;0.753;0.142;0.216;1.334;0.388;condominium;brick;premium;no;no;no;no;no;3000
wroclaw;blockOfFlats;71.5;3.0;;3.0;;51.075292;17.0173659;04.mar;3.0;0.65;0.13;0.983;0.64;0.538;0.971;0.235;condominium;;premium;no;no;no;no;no;3100
wroclaw;apartmentBuilding;33.5;1.0;1.0;4.0;2016.0;51.1001;17.0415;sty.43;25.0;0.39;0.066;0.212;0.378;0.138;0.47;0.055;condominium;brick;;yes;yes;yes;no;no;2142
wroclaw;blockOfFlats;38.0;2.0;4.0;4.0;2022.0;51.13016657;17.03750407;lut.23;14.0;0.441;0.979;0.322;0.2;0.468;sty.16;0.054;condominium;;;no;no;yes;no;no;2950
wroclaw;apartmentBuilding;56.0;2.0;4.0;6.0;2009.0;51.1086865;17.037611;0.59;96.0;0.133;0.052;0.233;0.117;0.101;0.26;0.153;condominium;brick;premium;yes;yes;yes;no;no;3000
wroclaw;blockOfFlats;42.0;2.0;1.0;1.0;;51.1197313;16.9817929;03.maj;6.0;0.388;0.691;0.467;0.326;0.571;0.912;0.507;condominium;;premium;no;no;no;no;no;3500
wroclaw;apartmentBuilding;50.0;2.0;2.0;10.0;;51.0968;17.0212;sty.66;31.0;0.095;1.022;0.228;0.113;0.267;0.65;0.201;condominium;brick;premium;no;yes;yes;no;no;3500
wroclaw;blockOfFlats;36.6;2.0;1.0;4.0;2013.0;51.0538;17.061;cze.69;3.0;1.508;2.591;0.587;0.255;0.497;3.059;0.248;condominium;;;no;yes;no;no;no;2300
wroclaw;apartmentBuilding;47.0;2.0;4.0;4.0;;51.09643;16.989767;mar.21;8.0;0.295;2.098;0.615;0.258;0.192;1.632;0.248;condominium;brick;;no;yes;yes;no;no;2500
wroclaw;blockOfFlats;42.0;2.0;5.0;8.0;1990.0;51.1279;16.9854;mar.64;29.0;0.084;0.167;0.347;0.124;0.391;0.199;0.412;condominium;concreteSlab;;yes;yes;yes;no;yes;2800
wroclaw;blockOfFlats;56.0;3.0;4.0;4.0;2024.0;51.0701;16.9951;05.gru;15.0;0.294;0.627;0.705;0.229;0.239;2.023;0.296;condominium;;premium;yes;yes;yes;no;no;4000
wroclaw;blockOfFlats;29.0;1.0;2.0;4.0;2003.0;51.1213;17.cze;lut.42;11.0;0.207;0.445;0.821;0.226;0.31;1.426;0.413;condominium;brick;;no;no;no;no;no;1700
wroclaw;apartmentBuilding;63.0;3.0;3.0;3.0;;51.1403;17.0336;03.mar;9.0;0.189;0.801;0.583;0.403;0.129;2.312;0.213;condominium;brick;;no;yes;no;no;no;3300
wroclaw;tenement;83.0;3.0;1.0;3.0;;51.11723;17.00459;01.wrz;31.0;0.121;0.431;0.22;0.139;0.255;0.334;0.259;condominium;brick;premium;no;no;no;no;no;7000
wroclaw;apartmentBuilding;50.0;2.0;5.0;6.0;2022.0;51.1049417;17.0118099;sty.41;6.0;0.089;0.813;0.325;0.276;0.331;0.562;0.548;condominium;brick;premium;yes;yes;yes;no;no;3800
wroclaw;apartmentBuilding;115.0;5.0;2.0;3.0;2009.0;51.0608064;17.0045165;maj.82;10.0;0.824;0.896;0.653;0.11;0.076;2.778;0.099;condominium;brick;;yes;yes;no;yes;no;6600
wroclaw;blockOfFlats;38.0;2.0;;4.0;2010.0;51.161;16.9036;paü.43;4.0;0.274;1.921;0.651;0.219;0.518;2.518;0.685;condominium;brick;;yes;yes;yes;no;no;2000
wroclaw;;82.0;3.0;8.0;17.0;2019.0;51.0861;17.04888;03.kwi;14.0;0.33;1.604;0.19;0.259;0.186;1.072;0.099;condominium;;;yes;yes;yes;no;no;4200
wroclaw;apartmentBuilding;49.0;2.0;;3.0;2020.0;51.1046;17.0629;lut.41;5.0;0.375;0.622;0.372;0.391;0.148;0.735;0.521;condominium;brick;;yes;no;yes;yes;no;2700
wroclaw;apartmentBuilding;36.0;2.0;3.0;5.0;;51.116631165704;17.042109248915;01.sie;33.0;0.095;0.535;0.219;0.347;0.042;0.249;0.374;condominium;brick;premium;no;yes;yes;no;no;2650
wroclaw;tenement;59.79;2.0;1.0;4.0;;51.1100677;17.03068604;0.09;162.0;0.326;0.421;0.186;0.266;0.033;0.31;0.091;condominium;brick;;no;no;;no;no;3500
wroclaw;blockOfFlats;59.0;3.0;2.0;4.0;1980.0;51.11752;17.00763;sty.72;36.0;0.091;0.55;0.143;0.136;0.145;0.409;0.175;condominium;;;no;no;no;no;no;2500
wroclaw;;72.0;3.0;2.0;2.0;2017.0;51.0521547;17.0624979;06.wrz;6.0;1.504;lut.73;0.456;0.12;0.389;3.133;0.233;condominium;;;no;no;no;no;no;4800
wroclaw;apartmentBuilding;48.0;2.0;1.0;4.0;2019.0;51.081;17.0796;04.sie;6.0;0.426;3.338;1.152;0.387;0.088;1.034;0.637;condominium;brick;premium;yes;yes;yes;yes;no;2700
wroclaw;apartmentBuilding;62.0;3.0;4.0;6.0;2018.0;51.107;17.0188;0.87;32.0;0.204;0.341;0.391;0.03;0.098;0.198;0.314;condominium;brick;;yes;yes;yes;yes;no;4000
wroclaw;blockOfFlats;40.0;2.0;1.0;4.0;;51.1452;17.1357;sie.33;8.0;0.358;0.761;0.144;0.332;0.239;0.933;0.111;condominium;concreteSlab;;yes;no;no;no;yes;1900
wroclaw;;75.0;3.0;2.0;4.0;;51.0764859;16.9949349;kwi.52;13.0;0.305;1.053;0.687;0.445;0.418;1.479;0.159;condominium;;;no;no;;no;no;3000
wroclaw;;52.0;2.0;1.0;5.0;;51.0996494;17.019231;sty.43;28.0;0.159;0.751;0.495;0.215;0.035;0.546;0.239;condominium;;;no;no;yes;no;no;3000
wroclaw;apartmentBuilding;60.0;3.0;5.0;7.0;;51.12941;17.02706;02.wrz;4.0;0.631;0.486;0.462;0.534;0.454;1.351;0.429;condominium;brick;;no;yes;yes;no;no;3100
wroclaw;blockOfFlats;54.1;3.0;4.0;4.0;1980.0;51.1213583;16.9942596;lut.75;19.0;0.306;0.562;0.275;0.266;0.049;0.304;0.316;condominium;concreteSlab;premium;yes;yes;no;no;no;3800
wroclaw;blockOfFlats;39.07;2.0;3.0;4.0;2015.0;51.10649614;16.9421947;cze.13;4.0;1.101;3.197;0.775;0.693;0.25;1.089;0.357;condominium;;premium;yes;yes;yes;no;no;2500
wroclaw;blockOfFlats;57.0;2.0;;;2015.0;51.1537593;17.0458748;kwi.92;1.0;sty.49;0.664;0.853;0.605;1.355;2.331;0.115;condominium;brick;premium;yes;yes;yes;no;no;2900
wroclaw;blockOfFlats;49.0;3.0;;;;51.1389731;17.026302;mar.15;11.0;0.262;0.843;0.681;0.312;0.113;2.308;0.237;condominium;;premium;yes;yes;yes;no;no;3000
wroclaw;blockOfFlats;46.05;2.0;1.0;3.0;2020.0;51.0803829;17.0871914;maj.24;0.0;0.525;3.557;1.685;0.555;0.569;0.695;0.53;condominium;;premium;yes;yes;no;no;no;2900
wroclaw;apartmentBuilding;42.27;2.0;5.0;9.0;2023.0;51.1125605;17.0080439;sty.53;33.0;0.123;0.358;0.413;0.282;0.407;0.13;0.164;condominium;brick;premium;yes;yes;yes;no;no;3100
wroclaw;;73.52;4.0;5.0;10.0;2021.0;51.0970935;17.0218444;sty.61;32.0;0.088;0.984;0.222;0.15;0.211;0.598;0.234;condominium;;premium;no;yes;yes;no;no;4900
wroclaw;apartmentBuilding;30.lis;2.0;2.0;3.0;;51.056713;17.0325182;06.sty;4.0;0.393;0.574;0.99;0.415;0.625;3.055;0.445;condominium;brick;premium;yes;no;no;no;no;2400
wroclaw;blockOfFlats;34.44;1.0;2.0;4.0;1967.0;51.10554294;17.03061104;0.58;84.0;0.168;0.508;0.41;0.186;0.067;0.315;0.145;condominium;;;no;no;no;no;yes;2300
wroclaw;;41.0;2.0;1.0;5.0;2023.0;51.11059504;17.03824997;0.59;101.0;0.224;0.174;0.074;0.104;0.037;0.401;0.078;condominium;;;yes;no;yes;no;no;2700
wroclaw;blockOfFlats;61.0;3.0;2.0;4.0;;51.0860288;17.00096944;03.kwi;8.0;0.308;1.779;0.306;0.385;0.147;0.667;0.271;condominium;;;no;yes;no;no;no;2800
wroclaw;apartmentBuilding;61.0;3.0;4.0;6.0;2015.0;51.12841;17.02703;sty.98;4.0;0.579;0.376;0.457;0.563;0.558;1.266;0.425;condominium;brick;;no;yes;yes;no;no;3000
wroclaw;blockOfFlats;39.0;2.0;4.0;11.0;1980.0;51.09614;16.9907;mar.17;6.0;0.311;2.113;0.663;0.239;0.25;1.678;0.184;condominium;;;no;yes;yes;no;yes;2450
wroclaw;blockOfFlats;90.0;4.0;3.0;4.0;1998.0;51.060308;16.9999768;maj.98;6.0;0.599;0.987;0.938;0.384;0.095;2.897;0.372;condominium;;;no;yes;no;no;no;3900
wroclaw;;48.0;2.0;6.0;8.0;2022.0;51.1295595;16.9897562;mar.49;20.0;0.242;0.352;0.34;0.095;0.307;0.526;0.392;condominium;;premium;no;no;yes;no;no;3100
wroclaw;blockOfFlats;47.0;2.0;1.0;4.0;2014.0;51.1213363;17.0322687;01.lut;36.0;0.131;0.083;0.346;0.124;0.112;0.491;0.082;condominium;;;no;yes;no;no;no;2500
wroclaw;;72.0;3.0;2.0;3.0;2011.0;51.05833;17.01045;maj.98;23.0;1.158;0.981;0.425;0.026;0.043;2.913;0.145;condominium;;;no;yes;no;no;no;3100
wroclaw;;74.0;3.0;2.0;2.0;;51.0582;17.03006;maj.84;8.0;0.345;0.395;0.847;0.357;0.487;2.857;0.306;condominium;;;no;yes;no;no;no;3700
wroclaw;apartmentBuilding;48.0;3.0;5.0;5.0;2010.0;51.0857952;17.0578179;mar.39;6.0;0.295;1.939;0.461;0.132;0.293;0.952;0.693;condominium;brick;premium;yes;yes;no;no;no;3200
wroclaw;;56.49;3.0;1.0;3.0;2010.0;51.0969;16.93626;cze.71;7.0;0.973;2.737;0.466;0.358;0.039;1.895;0.357;condominium;;;no;yes;no;no;no;2900
wroclaw;;29.21;1.0;2.0;3.0;;51.15042;17.12668;08.sie;3.0;0.524;0.332;0.704;0.561;0.631;0.607;0.339;condominium;;;no;no;no;no;no;2300
wroclaw;apartmentBuilding;77.0;3.0;1.0;4.0;2010.0;51.0930298;16.9801738;mar.98;15.0;0.262;1.375;0.164;0.237;0.152;2.008;0.159;condominium;brick;premium;no;no;yes;no;no;3500
wroclaw;blockOfFlats;32.0;2.0;3.0;10.0;1980.0;51.1405354;17.0307681;mar.32;10.0;0.321;0.696;0.645;0.447;0.173;2.377;0.228;condominium;;;no;no;yes;no;no;2000
wroclaw;;42.0;2.0;1.0;4.0;2016.0;51.105452;17.038819;0.86;50.0;0.072;0.327;0.502;0.348;0.071;0.328;0.332;condominium;;premium;no;no;yes;no;no;2000
wroclaw;apartmentBuilding;38.6;2.0;;3.0;2018.0;51.0564075;17.0845755;lip.15;4.0;0.44;3.519;0.71;0.328;0.243;2.036;0.439;condominium;brick;premium;yes;no;no;no;no;2200
wroclaw;;103.0;3.0;3.0;3.0;1903.0;51.10963;17.0626;lut.29;33.0;0.141;0.192;0.193;0.44;0.092;0.546;0.105;condominium;;;no;yes;no;no;no;4900
wroclaw;;45.0;2.0;1.0;4.0;1985.0;51.1139508;17.0570901;sty.94;29.0;0.049;0.412;0.264;0.194;0.132;0.584;0.197;condominium;;;no;no;;no;no;2700
wroclaw;;55.5;2.0;1.0;5.0;2002.0;51.07486;17.04045;04.maj;16.0;0.311;0.798;0.544;0.048;0.014;1.582;0.164;condominium;;;no;yes;no;no;no;2700
wroclaw;apartmentBuilding;28.0;1.0;4.0;5.0;2022.0;51.14293;17.02855;mar.58;9.0;0.389;0.401;0.949;0.561;0.414;2.674;0.299;condominium;brick;;no;yes;yes;no;no;2300
wroclaw;apartmentBuilding;56.0;2.0;3.0;3.0;;51.0838457;17.0247434;03.sty;11.0;0.327;0.946;0.815;0.382;0.518;0.163;0.114;condominium;brick;;yes;yes;yes;yes;no;3500
wroclaw;apartmentBuilding;26.0;1.0;3.0;11.0;2022.0;51.1152502;16.9935578;lut.58;9.0;0.509;0.696;0.547;0.368;0.401;0.322;0.519;condominium;brick;;no;no;yes;no;no;2400
wroclaw;;42.0;2.0;1.0;3.0;;51.09473;16.93617;cze.77;5.0;0.965;2.614;0.649;0.482;0.231;2.056;0.319;condominium;;;no;yes;yes;yes;no;2700
