m;type;squareMeters;rooms;floor;floorCount;buildYear;latitude;longitude;centreDistance;poiCount;schoolDistance;clinicDistance;postOfficeDistance;kindergartenDistance;restaurantDistance;collegeDistance;pharmacyDistance;ownership;buildingMaterial;condition;hasParkingSpace;hasBalcony;hasElevator;hasSecurity;hasStorageRoom;price
warszawa;;28.0;2.0;2.0;23.0;;52.2316748;21.01197708;0.57;100.0;0.21;0.121;0.156;0.351;0.011;0.212;0.084;condominium;;premium;no;yes;no;no;no;3000
warszawa;apartmentBuilding;140.0;4.0;2.0;9.0;2003.0;52.261779;20.985718;mar.56;30.0;0.124;0.196;0.474;0.335;0.347;0.132;0.433;condominium;brick;premium;yes;no;yes;no;no;14500
warszawa;apartmentBuilding;72.13;3.0;;4.0;2009.0;52.1660612;21.0747743;sie.77;24.0;0.659;1.531;0.145;0.11;0.176;lut.29;0.275;condominium;brick;;no;no;yes;no;no;5500
warszawa;blockOfFlats;28.maj;1.0;6.0;6.0;;52.2338;21.0796;maj.18;26.0;0.26;0.422;0.387;0.078;0.095;0.405;0.087;condominium;;;yes;no;yes;no;no;2600
warszawa;apartmentBuilding;57.5;2.0;;4.0;;52.1614;21.0768;wrz.28;31.0;0.674;1.566;0.426;0.558;0.168;2.034;0.064;condominium;brick;;no;no;yes;yes;no;4100
warszawa;;46.5;2.0;1.0;6.0;2016.0;52.29045;20.93531;08.sty;23.0;0.184;0.39;0.621;0.182;0.125;1.488;0.008;condominium;;;yes;no;no;no;no;3293
warszawa;apartmentBuilding;94.0;3.0;6.0;7.0;2016.0;52.2346771;21.015934;0.9;120.0;0.322;0.213;0.363;0.112;0.119;0.328;0.169;condominium;brick;premium;no;yes;yes;no;no;13000
warszawa;;41.0;2.0;2.0;6.0;;52.2903;21.0168;cze.58;8.0;0.463;0.8;0.301;0.399;0.319;2.382;0.295;condominium;;;no;no;yes;no;no;3000
warszawa;blockOfFlats;50.0;2.0;5.0;6.0;1983.0;52.20743;21.02106;lut.95;35.0;0.152;0.638;0.291;0.116;0.078;0.385;0.147;condominium;;;no;yes;yes;no;no;3900
warszawa;blockOfFlats;67.0;2.0;11.0;13.0;1998.0;52.2325166;20.988063;01.cze;72.0;0.035;0.18;0.228;0.167;0.097;1.127;0.07;condominium;brick;premium;yes;no;yes;no;no;4500
warszawa;apartmentBuilding;46.0;2.0;1.0;8.0;;52.2339606256972;21.1122230726748;07.kwi;12.0;0.167;0.96;0.331;0.423;0.279;0.753;0.374;condominium;brick;;no;no;no;no;no;4100
warszawa;blockOfFlats;40.0;2.0;;;;52.2307;21.0632;04.cze;34.0;0.137;0.334;0.384;0.374;0.107;0.376;0.234;condominium;brick;;no;yes;no;no;yes;2900
warszawa;apartmentBuilding;45.82;2.0;3.0;8.0;2023.0;52.1855043;20.9938209;maj.18;18.0;0.61;0.187;0.574;0.263;0.025;0.989;0.306;condominium;brick;;yes;yes;yes;no;no;4000
warszawa;blockOfFlats;48.0;3.0;9.0;12.0;1981.0;52.14916667;21.04416667;wrz.59;28.0;0.183;0.583;0.58;0.088;0.161;0.492;0.242;condominium;concreteSlab;;no;no;yes;no;yes;4000
warszawa;blockOfFlats;41.0;2.0;1.0;2.0;2010.0;52.3137292678747;21.0783510334913;paü.44;0.0;0.741;2.418;0.811;0.699;0.765;3.197;0.996;condominium;;;yes;yes;no;yes;no;3000
warszawa;apartmentBuilding;57.5;2.0;2.0;17.0;2008.0;52.2454228;20.97803995;lut.31;19.0;0.086;0.488;0.478;0.347;0.229;0.555;0.168;condominium;brick;premium;no;no;yes;no;no;3500
warszawa;apartmentBuilding;91.9;3.0;1.0;6.0;2008.0;52.2315769;21.031374;sty.89;19.0;0.527;0.51;0.384;0.237;0.169;0.545;0.237;condominium;brick;premium;yes;no;yes;no;no;9000
warszawa;blockOfFlats;32.0;1.0;2.0;3.0;2021.0;52.1797;21.04248;cze.36;7.0;0.521;0.509;0.842;0.231;0.219;3.009;0.556;condominium;;;yes;yes;yes;no;no;3150
warszawa;tenement;85.0;3.0;4.0;4.0;;52.2266;21.0259;sty.62;35.0;0.252;0.726;0.293;0.525;0.065;0.708;0.2;condominium;brick;;no;yes;no;no;no;8500
warszawa;blockOfFlats;69.0;3.0;4.0;5.0;2005.0;52.291;21.0516;lip.36;26.0;0.319;0.58;0.784;0.073;0.071;1.682;0.233;condominium;;;no;yes;yes;yes;no;4200
warszawa;apartmentBuilding;130.0;4.0;8.0;10.0;1999.0;52.2281517;21.001973;0.41;61.0;0.328;0.233;0.144;0.462;0.109;0.486;0.065;condominium;brick;premium;no;yes;yes;no;no;8500
warszawa;apartmentBuilding;44.0;2.0;3.0;8.0;2018.0;52.2450664;20.9773098;lut.32;17.0;0.146;0.489;0.462;0.383;0.287;0.599;0.232;condominium;brick;;yes;yes;yes;no;no;3500
warszawa;;74.0;3.0;1.0;3.0;;52.20073;21.01137;mar.49;28.0;0.257;0.367;0.167;0.219;0.134;0.849;0.08;condominium;;;no;no;no;no;no;7200
warszawa;tenement;56.0;2.0;;3.0;1960.0;52.20353319;21.01295533;03.lut;27.0;0.234;0.2;0.116;0.09;0.199;0.519;0.267;condominium;brick;;no;no;no;no;yes;2900
warszawa;blockOfFlats;64.0;4.0;3.0;10.0;1975.0;52.28193095;20.92945913;lip.52;10.0;0.269;0.886;0.099;0.253;0.267;0.856;0.394;condominium;concreteSlab;;no;yes;yes;no;no;4200
warszawa;apartmentBuilding;106.0;4.0;;4.0;2009.0;52.1563;21.0814;wrz.92;8.0;0.714;1.767;0.813;0.144;0.141;2.047;0.269;condominium;brick;;yes;yes;yes;yes;yes;9900
warszawa;apartmentBuilding;54.0;2.0;5.0;6.0;2010.0;52.2229739;20.9395042;kwi.47;34.0;0.322;0.029;0.071;0.029;0.088;0.506;0.266;condominium;brick;premium;yes;no;yes;no;no;3600
warszawa;apartmentBuilding;56.5;2.0;1.0;4.0;2021.0;52.2148724;21.0434072;03.mar;9.0;0.222;1.441;1.077;0.318;0.36;1.756;0.881;condominium;brick;premium;yes;yes;yes;yes;yes;6200
warszawa;;105.0;4.0;4.0;5.0;;52.2111;20.9575;mar.89;15.0;0.606;0.913;0.249;0.336;0.173;0.753;0.174;condominium;;;no;no;yes;no;no;9000
warszawa;apartmentBuilding;73.0;4.0;1.0;6.0;2020.0;52.2487812;21.0309682;lut.66;19.0;0.023;1.171;0.125;0.309;0.072;0.892;0.332;condominium;brick;;yes;yes;yes;no;no;7000
warszawa;blockOfFlats;48.0;3.0;1.0;4.0;1980.0;52.2720525;20.9500262;maj.78;19.0;0.255;0.563;0.108;0.269;0.045;0.265;0.295;condominium;brick;;yes;yes;no;no;yes;2900
warszawa;;28.0;1.0;;;2022.0;52.3113106;21.064497;wrz.77;16.0;0.239;2.747;0.431;0.242;0.076;2.993;0.097;condominium;brick;;no;no;no;no;no;2700
warszawa;blockOfFlats;46.0;2.0;4.0;4.0;2022.0;52.20167311;20.94286022;maj.32;2.0;0.957;0.688;0.836;0.509;0.494;2.187;0.437;condominium;;;yes;yes;yes;yes;no;3700
warszawa;blockOfFlats;55.0;2.0;1.0;4.0;;52.2394619415148;20.9332225545154;kwi.87;17.0;0.367;0.827;0.284;0.423;0.071;0.859;0.244;condominium;;;no;yes;no;no;no;2700
warszawa;apartmentBuilding;73.0;3.0;1.0;5.0;2018.0;52.31899;21.00053;wrz.71;4.0;1.512;2.068;1.717;0.044;1.119;3.287;0.314;condominium;brick;;no;yes;yes;no;no;4700
warszawa;blockOfFlats;51.0;3.0;9.0;10.0;2023.0;52.14028;21.06108;10.wrz;27.0;0.097;0.044;0.323;0.171;0.132;0.862;0.137;condominium;;;no;no;yes;no;no;4600
warszawa;tenement;25.0;1.0;3.0;9.0;;52.2350492;21.01104305;0.63;80.0;0.21;0.494;0.043;0.367;0.094;0.136;0.1;condominium;brick;premium;no;yes;yes;no;no;2800
warszawa;;135.0;4.0;8.0;8.0;;52.1858;21.05177;06.lip;15.0;0.265;0.519;0.086;0.315;0.115;3.377;0.072;condominium;;;no;yes;no;no;no;14000
warszawa;blockOfFlats;40.0;2.0;9.0;9.0;1975.0;52.2251494;21.035899;lut.32;24.0;0.06;1.248;0.538;0.247;0.11;1.189;0.096;condominium;;;no;yes;yes;no;no;3300
warszawa;apartmentBuilding;87.0;4.0;2.0;6.0;2023.0;52.18333;21.00707;maj.39;21.0;0.217;0.237;0.25;0.387;0.188;01.lut;0.304;condominium;brick;;yes;yes;yes;yes;yes;8700
warszawa;apartmentBuilding;38.0;2.0;3.0;8.0;2001.0;52.2061;20.975;mar.45;19.0;0.079;0.716;0.078;0.171;0.108;0.904;0.086;condominium;brick;;yes;yes;yes;yes;no;2300
warszawa;tenement;50.0;2.0;;;1936.0;52.235474;21.055641;mar.57;56.0;0.139;0.15;0.303;0.062;0.138;0.237;0.334;condominium;brick;low;no;no;;no;no;2900
warszawa;blockOfFlats;40.0;2.0;9.0;10.0;;52.2239842593828;21.0287121831445;sty.92;21.0;0.04;0.804;0.057;0.206;0.045;1.041;0.483;condominium;;;no;yes;no;no;no;3500
warszawa;tenement;74.0;3.0;2.0;4.0;;52.22638;21.01124;0.79;117.0;0.28;0.074;0.207;0.321;0.046;0.085;0.072;condominium;brick;;yes;yes;yes;yes;yes;8600
warszawa;tenement;65.0;4.0;1.0;4.0;;52.22683;21.02459;sty.53;45.0;0.201;0.673;0.347;0.439;0.043;0.669;0.107;condominium;brick;;no;no;yes;no;no;6750
warszawa;apartmentBuilding;52.15;2.0;3.0;3.0;2006.0;52.1867641;21.0637574;cze.47;18.0;0.221;1.343;0.16;0.1;0.058;4.047;0.19;condominium;brick;premium;yes;no;yes;no;no;4000
warszawa;apartmentBuilding;90.0;3.0;2.0;7.0;2001.0;52.229918;21.0262528;sty.56;35.0;0.19;0.41;0.269;0.605;0.211;0.369;0.389;condominium;brick;premium;yes;yes;yes;yes;no;12500
warszawa;apartmentBuilding;90.0;3.0;1.0;1.0;2000.0;52.2261486;21.013761;0.93;126.0;0.232;0.131;0.098;0.3;0.08;0.206;0.119;condominium;brick;;no;no;yes;no;no;7000
warszawa;blockOfFlats;53.0;2.0;3.0;3.0;2000.0;52.2018968;20.9660824;kwi.18;16.0;0.2;0.762;0.731;0.269;0.046;1.437;0.163;condominium;brick;premium;yes;yes;no;no;no;2900
warszawa;apartmentBuilding;44.0;2.0;4.0;10.0;;52.237683;21.002612;0.67;52.0;0.19;0.407;0.58;0.211;0.011;0.647;0.245;condominium;brick;premium;no;no;yes;no;no;5899
warszawa;apartmentBuilding;40.0;2.0;3.0;3.0;2015.0;52.155069;21.080622;10.sty;8.0;0.795;1.718;0.94;0.086;0.155;1.914;0.159;condominium;brick;premium;yes;yes;yes;no;no;3300
warszawa;blockOfFlats;42.0;2.0;2.0;4.0;2018.0;52.2058781;20.9167173;cze.58;11.0;0.361;1.879;0.156;0.252;0.141;2.956;0.083;condominium;;premium;yes;yes;yes;no;no;3000
warszawa;;64.0;5.0;2.0;6.0;1980.0;52.22452;20.8984;lip.21;9.0;0.309;0.629;0.145;0.355;0.063;3.176;0.158;condominium;;;no;yes;no;no;no;4500
warszawa;apartmentBuilding;71.6;3.0;;7.0;2013.0;52.14684;21.04945;wrz.94;40.0;0.248;0.482;0.45;0.256;0.05;0.463;0.023;condominium;brick;;no;no;yes;no;no;4500
warszawa;apartmentBuilding;70.0;3.0;6.0;11.0;2008.0;52.2018911;20.9973876;mar.34;20.0;0.59;0.248;0.535;0.52;0.138;0.445;0.175;condominium;brick;;no;yes;yes;no;no;6000
warszawa;apartmentBuilding;82.0;3.0;1.0;3.0;;52.2060402;20.9960948;02.wrz;20.0;0.148;0.193;0.258;0.124;0.091;0.26;0.303;condominium;brick;;no;yes;no;no;no;9000
warszawa;blockOfFlats;48.0;3.0;9.0;12.0;1981.0;52.1502146;21.0408464;wrz.41;22.0;0.079;0.393;0.427;0.132;0.204;0.541;0.096;condominium;;;no;yes;yes;no;no;4000
warszawa;apartmentBuilding;92.0;3.0;2.0;5.0;2006.0;52.20249;20.99689;mar.28;18.0;0.524;0.233;0.485;0.521;0.106;0.4;0.1;condominium;brick;;no;yes;yes;no;no;7700
warszawa;;40.0;2.0;4.0;4.0;;52.23784;20.97221;lut.24;33.0;0.253;0.269;0.441;0.116;0.125;1.462;0.037;condominium;;;no;no;no;no;yes;2800
warszawa;;88.0;3.0;1.0;1.0;2013.0;52.212368;21.130474;sie.91;0.0;1.175;2.697;1.147;1.196;0.8;3.439;1.036;condominium;;;no;no;no;no;no;4500
warszawa;blockOfFlats;47.0;2.0;;4.0;2000.0;52.21193725;21.06030442;kwi.45;10.0;0.698;sty.52;0.731;0.171;0.07;1.986;0.357;condominium;brick;;yes;yes;yes;no;no;2600
warszawa;tenement;39.35;2.0;4.0;7.0;1899.0;52.229;20.9947;0.67;60.0;0.213;0.14;0.258;0.145;0.153;0.973;0.22;condominium;brick;;yes;yes;yes;yes;no;4171
warszawa;tenement;44.98;2.0;4.0;7.0;;52.229;20.9947;0.67;60.0;0.213;0.14;0.258;0.145;0.153;0.973;0.22;condominium;brick;;no;yes;yes;yes;no;4730
warszawa;apartmentBuilding;50.0;2.0;3.0;5.0;2017.0;52.2021239;21.0130643;mar.35;30.0;0.269;0.188;0.245;0.152;0.147;0.667;0.187;condominium;brick;;yes;yes;yes;no;no;5000
warszawa;tenement;48.47;2.0;5.0;7.0;;52.229;20.9947;0.67;60.0;0.213;0.14;0.258;0.145;0.153;0.973;0.22;condominium;brick;;yes;yes;yes;yes;no;6280
warszawa;apartmentBuilding;47.0;2.0;2.0;4.0;;52.2466844123776;21.070812913351;kwi.87;22.0;0.207;0.561;0.621;0.4;0.127;0.436;0.184;condominium;brick;premium;yes;yes;yes;yes;no;3500
warszawa;blockOfFlats;48.2;2.0;5.0;10.0;1998.0;52.2399003890601;20.9829322518905;sty.67;53.0;0.087;0.224;0.236;0.163;0.067;0.813;0.195;condominium;;;no;yes;yes;no;yes;2800
warszawa;tenement;43.46;2.0;3.0;7.0;;52.229;20.9947;0.67;60.0;0.213;0.14;0.258;0.145;0.153;0.973;0.22;condominium;brick;;yes;yes;yes;yes;no;5630
warszawa;;50.0;2.0;4.0;6.0;1960.0;52.2349135;21.0052135;0.37;65.0;0.324;0.42;0.379;0.315;0.025;0.47;0.077;condominium;brick;;yes;yes;yes;no;no;3500
warszawa;tenement;54.52;2.0;5.0;7.0;;52.229;20.9947;0.67;60.0;0.213;0.14;0.258;0.145;0.153;0.973;0.22;condominium;brick;;no;yes;yes;yes;no;7050
warszawa;blockOfFlats;38.0;2.0;6.0;10.0;1972.0;52.2309283;21.0562752;mar.59;50.0;0.235;0.326;0.111;0.192;0.096;0.341;0.061;condominium;concreteSlab;premium;no;no;yes;no;no;2500
warszawa;tenement;65.51;2.0;7.0;7.0;;52.229;20.9947;0.67;60.0;0.213;0.14;0.258;0.145;0.153;0.973;0.22;condominium;brick;;yes;yes;yes;yes;no;9500
warszawa;blockOfFlats;87.0;3.0;11.0;11.0;2020.0;52.1881003;20.9919687;kwi.91;23.0;0.45;0.349;0.274;0.238;0.028;0.901;0.302;condominium;;premium;yes;yes;yes;no;no;6900
warszawa;tenement;34.0;1.0;2.0;3.0;1952.0;52.2370279;21.0872216;maj.73;20.0;0.265;0.214;0.282;0.337;0.051;0.542;0.227;condominium;brick;;no;no;no;no;no;2550
warszawa;apartmentBuilding;97.0;3.0;3.0;3.0;2004.0;52.2056;20.9956;lut.95;18.0;0.207;0.138;0.303;0.177;0.067;0.289;0.258;condominium;brick;;yes;yes;yes;yes;no;12400
warszawa;apartmentBuilding;123.0;4.0;6.0;8.0;2003.0;52.1666104;21.0674618;sie.45;14.0;0.321;01.lip;0.59;0.329;0.151;2.056;0.266;condominium;brick;premium;yes;yes;yes;no;no;11000
warszawa;apartmentBuilding;55.0;3.0;4.0;8.0;;52.2472;21.0344;lut.72;15.0;0.315;1.146;0.26;0.333;0.289;0.781;0.515;condominium;brick;;yes;yes;yes;no;no;4000
warszawa;tenement;38.2;2.0;6.0;7.0;1899.0;52.229;20.9947;0.67;60.0;0.213;0.14;0.258;0.145;0.153;0.973;0.22;condominium;brick;;yes;no;yes;yes;no;4945
warszawa;apartmentBuilding;44.0;2.0;5.0;6.0;2012.0;52.2105;20.9611;mar.73;14.0;0.394;0.696;0.493;0.397;0.145;0.615;0.418;condominium;brick;;yes;yes;yes;no;no;2700
warszawa;;60.0;2.0;1.0;1.0;2002.0;52.1964037;21.1351042;wrz.78;3.0;0.204;2.324;2.059;0.638;0.169;4.646;0.131;condominium;;;no;no;no;no;no;3000
warszawa;blockOfFlats;44.0;3.0;2.0;8.0;1970.0;52.19523348;20.89389569;08.maj;18.0;0.089;2.652;0.262;0.057;0.516;4.884;0.238;condominium;brick;;no;yes;yes;no;no;2700
warszawa;apartmentBuilding;126.0;4.0;4.0;4.0;2018.0;52.1665764;21.07127993;sie.59;21.0;0.478;1.293;0.39;0.136;0.079;lut.19;0.16;condominium;brick;premium;yes;no;yes;no;yes;14500
warszawa;blockOfFlats;74.0;3.0;;7.0;;52.2448420806898;20.9632644803718;03.lis;17.0;0.308;0.637;0.676;0.063;0.143;sty.21;0.161;condominium;;;no;yes;no;no;no;5500
warszawa;blockOfFlats;44.0;2.0;7.0;7.0;2015.0;52.2304;20.9325;kwi.84;12.0;0.643;0.928;0.681;0.085;0.045;0.976;0.037;condominium;;;yes;yes;yes;yes;yes;3200
warszawa;apartmentBuilding;78.0;3.0;2.0;7.0;2018.0;52.20655;21.05183;kwi.32;8.0;0.33;0.688;0.101;0.322;0.246;2.483;0.299;condominium;brick;;no;yes;yes;no;no;5800
warszawa;;55.0;2.0;2.0;4.0;2000.0;52.2933234;20.928664;sie.54;10.0;0.384;0.756;0.882;0.356;0.402;1.927;0.246;condominium;;;no;yes;no;no;no;2600
warszawa;tenement;65.0;2.0;3.0;4.0;1937.0;52.22106;21.02246;sty.75;56.0;0.19;0.424;0.401;0.058;0.076;0.712;0.26;condominium;brick;;no;no;yes;no;yes;4800
warszawa;blockOfFlats;34.0;1.0;4.0;10.0;1965.0;52.2462284659577;21.0059907472423;sty.62;51.0;0.184;0.123;0.284;0.07;0.077;0.324;0.34;condominium;concreteSlab;;no;yes;yes;no;no;3600
warszawa;;89.0;3.0;1.0;4.0;;52.15517;21.07247;wrz.72;12.0;0.279;1.163;0.647;0.361;0.46;1.432;0.066;condominium;;;no;yes;no;no;no;6500
warszawa;tenement;38.0;2.0;;3.0;1950.0;52.2463;21.0695;kwi.77;22.0;0.285;0.478;0.531;0.366;0.162;0.523;0.108;condominium;brick;;no;no;no;no;no;2600
warszawa;blockOfFlats;37.0;2.0;;4.0;;52.1995343;21.03016321;04.sty;22.0;0.272;0.405;0.11;0.256;0.181;sty.37;0.151;condominium;;premium;no;no;;no;no;2900
warszawa;tenement;43.6;2.0;4.0;7.0;;52.229;20.9947;0.67;60.0;0.213;0.14;0.258;0.145;0.153;0.973;0.22;condominium;brick;;yes;yes;yes;yes;no;5633
warszawa;apartmentBuilding;58.0;2.0;3.0;6.0;2004.0;52.1355946;21.06927836;lis.59;31.0;0.298;0.393;0.282;0.337;0.368;0.421;0.293;condominium;brick;premium;yes;yes;yes;no;no;3100
warszawa;apartmentBuilding;36.34;2.0;4.0;5.0;2021.0;52.2226396;20.9340254;kwi.84;25.0;0.096;0.127;0.386;0.184;0.162;0.836;0.161;condominium;brick;;yes;yes;yes;no;no;4000
warszawa;apartmentBuilding;75.0;4.0;1.0;4.0;;52.1656517;21.0767961;sie.88;27.0;0.703;1.675;;0.159;0.258;2.349;0.134;condominium;brick;;no;yes;yes;no;no;5000
warszawa;blockOfFlats;31.maj;2.0;11.0;15.0;1976.0;52.28174175;20.97640419;maj.86;19.0;0.055;1.038;0.085;0.084;0.201;1.462;0.114;condominium;concreteSlab;;no;yes;yes;no;yes;2950
warszawa;blockOfFlats;26.0;1.0;2.0;8.0;1961.0;52.21321105;20.97953372;lut.63;19.0;0.392;0.609;0.183;0.305;0.109;0.373;0.142;condominium;concreteSlab;;no;no;yes;no;no;2300
warszawa;blockOfFlats;50.0;2.0;2.0;3.0;1960.0;52.2294489;21.0604299;mar.88;38.0;0.08;0.385;0.288;0.403;0.279;0.524;0.153;condominium;;;no;yes;no;no;no;3000
warszawa;apartmentBuilding;55.0;3.0;7.0;7.0;2013.0;52.27393;20.91922;lip.42;12.0;0.68;1.231;0.298;0.103;0.142;1.432;0.28;condominium;brick;;yes;yes;yes;no;no;3630
warszawa;blockOfFlats;70.24;3.0;2.0;6.0;2017.0;52.24952;21.06965;kwi.92;21.0;0.061;0.55;0.64;0.451;0.052;0.629;0.067;condominium;;;no;yes;yes;no;no;4422
warszawa;blockOfFlats;38.0;2.0;9.0;9.0;1970.0;52.24551309;21.08559608;maj.79;49.0;0.317;0.791;0.13;0.132;0.028;0.317;0.093;condominium;;;no;yes;no;no;no;2500
warszawa;apartmentBuilding;90.0;3.0;1.0;5.0;2007.0;52.2088737;21.002727;lut.54;13.0;0.075;0.572;0.333;0.467;0.297;0.414;0.211;condominium;brick;premium;no;yes;yes;no;yes;9700
warszawa;;90.0;3.0;1.0;12.0;2008.0;52.2188657;20.9690955;lut.75;16.0;0.272;0.534;0.369;0.438;0.159;0.478;0.202;condominium;;;yes;yes;yes;no;no;6000
warszawa;;45.0;2.0;1.0;4.0;;52.3466;20.9414;13.46;8.0;0.174;2.352;0.556;0.236;0.308;3.728;0.151;condominium;;;no;no;;no;no;2790
warszawa;apartmentBuilding;69.0;3.0;;4.0;2008.0;52.155069;21.080622;10.sty;8.0;0.795;1.718;0.94;0.086;0.155;1.914;0.159;condominium;brick;premium;yes;yes;yes;no;no;5400
warszawa;;52.0;2.0;10.0;12.0;2004.0;52.190878;20.98801763;kwi.66;16.0;0.552;0.539;0.281;0.113;0.119;1.056;0.254;condominium;;;no;no;yes;no;no;4000
warszawa;tenement;60.0;2.0;5.0;5.0;1920.0;52.23360115;21.01650291;0.91;126.0;0.22;0.267;0.44;0.039;0.133;0.233;0.189;condominium;brick;premium;no;no;yes;no;no;3000
warszawa;apartmentBuilding;108.0;5.0;2.0;4.0;2007.0;52.1604733;21.0784774;wrz.42;29.0;0.716;sty.64;0.447;0.647;0.134;2.069;0.178;condominium;brick;;no;yes;yes;no;yes;6900
warszawa;apartmentBuilding;42.0;2.0;2.0;5.0;2018.0;52.2433;20.9816;sty.97;36.0;0.15;0.165;0.227;0.137;0.001;0.817;0.304;condominium;brick;;yes;no;yes;yes;no;3600
warszawa;apartmentBuilding;90.0;3.0;1.0;8.0;2006.0;52.2098;21.0028;lut.44;12.0;0.169;0.673;0.415;0.436;0.374;0.509;0.293;condominium;brick;;yes;yes;yes;no;no;9700
warszawa;blockOfFlats;52.0;2.0;3.0;12.0;2019.0;52.1378544;21.0291229;paü.58;3.0;0.754;0.703;0.706;0.119;0.501;1.139;0.425;condominium;;;no;no;no;no;no;3300
warszawa;apartmentBuilding;52.0;2.0;3.0;12.0;2019.0;52.1378544;21.0291229;paü.58;3.0;0.754;0.703;0.706;0.119;0.501;1.139;0.425;condominium;brick;;yes;yes;no;no;no;3300
warszawa;blockOfFlats;48.0;2.0;2.0;10.0;1973.0;52.2292679;21.0006454;0.34;58.0;0.175;0.09;0.202;0.375;0.04;0.57;0.155;condominium;;premium;no;no;yes;no;no;3600
warszawa;tenement;49.0;3.0;1.0;3.0;1950.0;52.27973;20.94288;cze.75;33.0;0.1;0.104;0.392;0.195;0.183;0.352;0.135;condominium;brick;;no;no;no;yes;no;2750
warszawa;apartmentBuilding;41.5;2.0;3.0;4.0;2014.0;52.25487;21.04238;mar.69;50.0;0.249;0.141;0.371;0.092;0.079;0.297;0.131;condominium;brick;;no;yes;yes;yes;no;4500
warszawa;;77.0;3.0;2.0;5.0;1935.0;52.2209353;20.9961541;01.mar;17.0;0.356;0.36;0.542;0.356;0.525;1.032;0.576;condominium;brick;;no;yes;yes;no;no;5000
warszawa;;70.0;3.0;5.0;8.0;;52.2094;20.9086;cze.93;12.0;0.3;sty.24;0.274;0.105;0.333;3.093;0.29;condominium;;;no;no;yes;no;no;5500
warszawa;blockOfFlats;37.0;2.0;4.0;10.0;1965.0;52.2437236640895;21.2214674172202;14.wrz;1.0;0.868;0.974;0.973;0.333;0.822;3.0;0.808;condominium;concreteSlab;;no;no;yes;no;yes;2600
warszawa;apartmentBuilding;38.0;2.0;3.0;5.0;2021.0;52.2317837;20.9750356;sty.94;35.0;0.223;0.327;0.631;0.094;0.046;1.733;0.158;condominium;brick;premium;no;yes;yes;no;no;3800
warszawa;blockOfFlats;49.0;2.0;5.0;7.0;2020.0;52.17643807;20.99248392;cze.19;20.0;0.58;0.076;0.757;0.279;0.024;1.904;0.051;condominium;;;yes;yes;yes;yes;no;3600
warszawa;;56.4;3.0;1.0;10.0;;52.1721534;21.0302105;cze.87;14.0;0.105;0.795;0.366;0.11;0.444;2.875;0.181;condominium;;;no;no;yes;no;no;4500
warszawa;apartmentBuilding;77.0;3.0;3.0;9.0;2005.0;52.2227482;21.0868075;maj.76;15.0;0.266;0.705;0.548;0.131;0.241;1.459;0.118;condominium;brick;;yes;yes;yes;no;no;3800
warszawa;blockOfFlats;36.0;2.0;4.0;4.0;;52.19416;20.86255;paü.48;10.0;0.092;3.705;0.17;0.12;0.145;4.441;0.436;condominium;;;no;no;no;no;no;2350
warszawa;tenement;78.0;4.0;1.0;3.0;1938.0;52.19592;21.01403;04.kwi;32.0;0.398;0.399;0.234;0.173;0.039;0.836;0.166;condominium;brick;premium;no;no;no;no;no;4900
warszawa;blockOfFlats;31.0;2.0;4.0;7.0;;52.3485259881019;20.9412348443092;13.66;7.0;0.332;2.565;0.373;0.405;0.138;3.939;0.064;condominium;;;yes;yes;yes;yes;no;2600
warszawa;apartmentBuilding;80.59;3.0;3.0;3.0;2018.0;52.1517282;21.0045181;sie.89;1.0;0.644;0.847;0.731;0.675;0.119;2.556;0.856;condominium;brick;premium;yes;yes;yes;no;no;7900
warszawa;;48.06;2.0;2.0;3.0;1950.0;52.24829;21.01356;sty.97;82.0;0.249;0.6;0.147;0.436;0.015;0.256;0.156;condominium;;;no;no;no;no;no;4900
warszawa;apartmentBuilding;39.42;2.0;4.0;6.0;2021.0;52.25872;21.0425;04.sty;33.0;0.265;0.353;0.019;0.157;0.183;0.633;0.121;condominium;brick;;no;yes;yes;yes;no;3300
warszawa;apartmentBuilding;60.0;3.0;9.0;12.0;2010.0;52.1891;21.0126;kwi.78;17.0;0.192;0.263;0.533;0.329;0.323;0.72;0.347;condominium;brick;premium;yes;no;yes;yes;no;5300
warszawa;;38.0;2.0;;22.0;2009.0;52.232222;20.991111;0.85;78.0;0.214;0.188;0.152;0.368;0.014;1.097;0.056;condominium;;;no;no;yes;no;no;4500
warszawa;apartmentBuilding;41.0;2.0;6.0;8.0;2015.0;52.23067;20.9758;sty.89;32.0;0.234;0.46;0.73;0.119;0.031;1.778;0.16;condominium;brick;;no;yes;yes;yes;no;4500
warszawa;;66.26;2.0;3.0;17.0;2006.0;52.2502951;20.98843575;lut.31;63.0;0.116;0.118;0.215;0.08;0.166;0.211;0.2;condominium;;premium;yes;no;yes;no;no;4000
warszawa;blockOfFlats;46.0;2.0;2.0;8.0;2020.0;52.2263199;20.9781344;sty.83;22.0;0.193;0.431;0.546;0.267;0.097;1.496;0.437;condominium;;;no;yes;no;no;no;6000
warszawa;;70.0;4.0;2.0;4.0;;52.2296756;21.0122287;0.63;113.0;0.243;0.131;0.26;0.274;0.059;0.229;0.142;condominium;;;no;no;;no;no;3750
warszawa;blockOfFlats;80.0;5.0;6.0;7.0;2015.0;52.22381;20.9691;lut.51;6.0;0.496;0.118;0.671;0.558;0.037;1.013;0.418;condominium;;;no;yes;yes;no;no;6500
